   p;   T;   v;   S;   I;   U;   M;  Cp;   k; Cp';  k';  Ap;  Bv;  Gt; MMg;  Rg; Cpg;  kg;Cp'g; k'g;  Mu;  Lt; Lt';  Pr; Pr';   A;   z;  Bm;O;O2;H;H2;OH;HO2;H2O;H2O2;Cl;Cl2;ClO;ClO2;Cl2O;HCl;HOCl;N;N2;N3;NO;NO2;N2O;N2O3;NH;NH2;NH3;N2H2;N2H4;HN3;HNO;HNO2;HNO3;NH3O;N2H2O2;ClNO;ClNO2;C;C2;C3;CO;CO2;C2O;C3O2;CH;CH2;CH3;CH4;C2H;C2H2;C2H3;C2H4;C2H5;C3H;CHO;CHO2;CH2O;CH2O2;CH3O;CH4O;C2H4O2;CCl;CCl2;CCl3;C2Cl;C2Cl2;ClCO;Cl2CO;CHCl;CH2Cl;CH3Cl;CHCl2;CH2Cl2;CHCl3;C2HCl;C2H3Cl;HClCO;CN;CN2;C2N;C2N2;NCO;HCN;HNC;C2HN;C3HN;N2C;ClCN;Al;Al2;AlO2;Al2O;Al2O2;Al2O3(c);Al2O3;AlH;AlH2;AlH3;AlOH;HAlO;HAlO2;AlO2H2;AlO3H3;AlCl;AlCl2;AlCl3;Al2Cl6;AlOCl;AlOCl2;AlHCl;AlH2Cl;AlHCl2;AlOHCl;AlO2H2Cl;AlOHCl2;AlN;AlC;AlC2;Al2C2;O3;e-;O+;O-;O2+;O2-;H+;H-;H2+;H3+;OH+;OH-;HO2-;H2O+;H3O+;Cl-;N2+;NO+;NO2+;NO2-;NO3-;NH+;NH4+;C-;C2-;CO+;CO2+;CHO+;CN-;Al+;AlO-;AlO2-;AlO
8.95;3881.39;0.11991;9.26316;-527.6;-1518.36;36.3526;1.805;1.1809;4.55232;1.15878;0.0003963;0.0003842;1.17168E-07;20.5746;404.107;1.90069;1.27002;4.05789;1.2122;0.0000952;0.37293;1.32129;0.485067;0.292295;1098.06;0.315779;0.0404234;0.0648598;0.0082053;2.13785;7.38874;0.396794;0.0000885;2.49777;0.0000183;0.133927;0.000051;0.000142;3.16551E-09;8.01786E-10;0.714437;0.000075;0.0019879;8.2497;3.40186E-08;0.0695873;8.32781E-06;0.0000225;1.59532E-12;0.0024317;0.0009156;0.0006777;3.30227E-07;1.50011E-10;2.04967E-08;0.0001738;2.36851E-06;5.48126E-11;3.18398E-08;5.36226E-14;2.56022E-06;2.69041E-11;2.9661E-06;1.08443E-09;2.27415E-12;10.4123;0.397904;7.6825E-07;8.37377E-10;1.94093E-06;2.83445E-06;5.19953E-06;1.54488E-06;4.09485E-08;2.0563E-07;9.13082E-10;1.28428E-10;5.84458E-13;1.12114E-10;0.0022561;0.0001408;0.0000895;0.0000247;1.0243E-08;2.17962E-11;6.85855E-13;4.1992E-07;7.36696E-10;1.57458E-13;7.52546E-11;1.10666E-12;0.0000416;6.17774E-09;6.88051E-08;8.40214E-08;7.71632E-09;5.11195E-10;2.5075E-11;1.17197E-13;9.02857E-10;2.0642E-12;1.71811E-06;0.0000696;8.7124E-07;4.46463E-09;7.90771E-09;8.96408E-06;0.0013514;0.000014;1.5463E-09;7.85629E-11;0.0000174;1.67984E-06;0.0625198;0.0000267;0.0005556;0.0730057;0.0029041;3.09705;0.0000286;0.0133546;0.0002931;7.11044E-07;0.268782;0.0001755;0.0024322;0.0218826;0.0001373;0.189454;0.0097278;0.0000847;1.78865E-13;0.0124103;0.0000817;0.0033112;8.47216E-06;0.0000614;0.0303329;0.0005349;0.0006522;0.0002554;1.645E-07;3.74511E-10;1.22994E-11;1.68718E-10;0.0000665;2.14944E-13;9.8779E-07;5.53699E-12;1.94077E-08;8.22276E-12;2.91905E-06;1.59897E-12;1.58033E-10;2.44857E-11;6.54187E-06;2.61538E-09;8.95816E-10;6.56389E-08;0.000347;3.9939E-13;4.23311E-08;2.42184E-13;1.73897E-09;1.46254E-13;2.41542E-13;2.91732E-10;1.67626E-11;5.11142E-12;4.48185E-11;1.661E-11;2.66122E-08;7.99523E-07;0.0006323;0.0002048;2.88778E-06;0.0785759
9.1;3883.5;0.117971;9.25857;-527.6;-1518.72;36.3457;1.80509;1.18084;4.53904;1.15874;0.0003954;0.0003834;1.15219E-07;20.5772;404.057;1.90086;1.26995;4.04693;1.21229;0.0000952;0.373071;1.31699;0.485107;0.292564;1098.27;0.315853;0.040407;0.0643116;0.0081335;2.12874;7.39266;0.395388;0.0000885;2.49861;0.0000184;0.133375;0.0000513;0.0001419;3.17694E-09;8.09517E-10;0.714973;0.0000754;0.0019874;8.24977;3.45694E-08;0.0693875;8.33069E-06;0.0000226;1.61783E-12;0.0024464;0.0009268;0.0006893;3.37385E-07;1.55606E-10;2.09605E-08;0.0001749;2.38561E-06;5.53885E-11;3.25557E-08;5.5049E-14;2.57906E-06;2.71946E-11;2.9964E-06;1.11397E-09;2.37078E-12;10.4124;0.397718;7.85381E-07;8.66597E-10;1.97381E-06;2.89692E-06;5.33898E-06;1.59503E-06;4.22287E-08;2.12814E-07;9.53513E-10;1.34836E-10;6.19495E-13;1.17387E-10;0.0022817;0.0001423;0.000091;0.0000251;1.05378E-08;2.2617E-11;7.19965E-13;4.26647E-07;7.5379E-10;1.62448E-13;7.76843E-11;1.14914E-12;0.0000421;6.30006E-09;7.03698E-08;8.63982E-08;7.97771E-09;5.26313E-10;2.59701E-11;1.21725E-13;9.35897E-10;2.17042E-12;1.75027E-06;0.0000706;8.90566E-07;4.60825E-09;8.19299E-09;9.08702E-06;0.0013752;0.0000143;1.60639E-09;8.26251E-11;0.0000177;1.71283E-06;0.0621733;0.0000268;0.0005532;0.0727357;0.0028925;3.09777;0.0000285;0.0133787;0.0002962;7.24397E-07;0.26859;0.000176;0.0024315;0.0220163;0.000139;0.189168;0.0097765;0.0000856;1.85705E-13;0.0123921;0.0000822;0.0033367;8.60897E-06;0.0000623;0.0305036;0.0005413;0.0006597;0.0002566;1.67049E-07;3.85965E-10;1.27253E-11;1.68903E-10;0.000066;2.16232E-13;9.84577E-07;5.5543E-12;1.93715E-08;8.30689E-12;2.92524E-06;1.62832E-12;1.61224E-10;2.47273E-11;6.54899E-06;2.62761E-09;9.07761E-10;6.66592E-08;0.0003461;4.06578E-13;4.25215E-08;2.44284E-13;1.74597E-09;1.47195E-13;2.46348E-13;3.00443E-10;1.70276E-11;5.26045E-12;4.55022E-11;1.68507E-11;2.7065E-08;8.11737E-07;0.0006302;0.000204;2.87776E-06;0.0781269
9.25;3885.57;0.116093;9.25405;-527.6;-1519.07;36.3389;1.80519;1.18078;4.52601;1.15869;0.0003946;0.0003827;1.13334E-07;20.5796;404.009;1.90103;1.26988;4.03619;1.21238;0.0000952;0.373211;1.31278;0.485146;0.292831;1098.48;0.315925;0.0403908;0.0637756;0.0080634;2.1198;7.39651;0.394005;0.0000885;2.49944;0.0000186;0.132834;0.0000515;0.0001418;3.18811E-09;8.17174E-10;0.715499;0.0000758;0.0019868;8.24983;3.51192E-08;0.0691904;8.33332E-06;0.0000227;1.64022E-12;0.0024608;0.000938;0.0007008;3.44574E-07;1.61312E-10;2.14267E-08;0.000176;2.40249E-06;5.59591E-11;3.32751E-08;5.64877E-14;2.59767E-06;2.74826E-11;3.02645E-06;1.1438E-09;2.46982E-12;10.4125;0.397535;8.02597E-07;8.96335E-10;2.00667E-06;2.95968E-06;5.47979E-06;1.64597E-06;4.35267E-08;2.20127E-07;9.95034E-10;1.41452E-10;6.56013E-13;1.22815E-10;0.0023071;0.0001439;0.0000926;0.0000256;1.08359E-08;2.34544E-11;7.55175E-13;4.33363E-07;7.70982E-10;1.6751E-13;8.01502E-11;1.19252E-12;0.0000426;6.42271E-09;7.19431E-08;8.88015E-08;8.2435E-09;5.41618E-10;2.68817E-11;1.26349E-13;9.69578E-10;2.28025E-12;1.78248E-06;0.0000716;9.09987E-07;4.75399E-09;8.48366E-09;9.20948E-06;0.001399;0.0000146;1.66777E-09;8.68266E-11;0.0000181;1.74592E-06;0.0618329;0.0000268;0.0005508;0.0724693;0.0028811;3.09848;0.0000285;0.0134022;0.0002992;7.37762E-07;0.268397;0.0001765;0.0024308;0.0221483;0.0001408;0.188884;0.0098246;0.0000865;1.92688E-13;0.012374;0.0000828;0.003362;8.74559E-06;0.0000631;0.030672;0.0005477;0.0006671;0.0002579;1.6959E-07;3.97565E-10;1.31584E-11;1.69076E-10;0.0000655;2.17496E-13;9.81389E-07;5.57113E-12;1.93352E-08;8.39019E-12;2.93126E-06;1.65766E-12;1.64422E-10;2.49663E-11;6.5558E-06;2.6396E-09;9.19643E-10;6.76774E-08;0.0003453;4.13759E-13;4.27085E-08;2.46358E-13;1.7528E-09;1.48121E-13;2.5116E-13;3.09264E-10;1.72916E-11;5.41115E-12;4.61836E-11;1.70904E-11;2.75176E-08;8.23919E-07;0.000628;0.0002031;2.86782E-06;0.0776858
9.4;3887.6;0.114275;9.2496;-527.6;-1519.41;36.3322;1.80528;1.18072;4.51324;1.15865;0.0003938;0.000382;1.11509E-07;20.5821;403.961;1.90119;1.26981;4.02566;1.21247;0.0000953;0.373348;1.30865;0.485184;0.293095;1098.69;0.315996;0.0403748;0.0632512;0.0079949;2.11102;7.40029;0.392644;0.0000885;2.50024;0.0000187;0.132301;0.0000517;0.0001418;3.19905E-09;8.2476E-10;0.716016;0.0000762;0.0019862;8.2499;3.56682E-08;0.068996;8.3357E-06;0.0000228;1.66248E-12;0.0024751;0.0009491;0.0007123;3.51794E-07;1.67129E-10;2.18952E-08;0.000177;2.41916E-06;5.65245E-11;3.3998E-08;5.79385E-14;2.61607E-06;2.77682E-11;3.05624E-06;1.17391E-09;2.57128E-12;10.4126;0.397355;8.19899E-07;9.26593E-10;2.0395E-06;3.02274E-06;5.62198E-06;1.69768E-06;4.48425E-08;2.27568E-07;1.03765E-09;1.4828E-10;6.9405E-13;1.28401E-10;0.0023324;0.0001455;0.0000942;0.000026;1.11374E-08;2.43085E-11;7.91504E-13;4.40069E-07;7.88273E-10;1.72642E-13;8.2652E-11;1.2368E-12;0.0000431;6.54567E-09;7.35247E-08;9.12312E-08;8.51369E-09;5.57107E-10;2.78099E-11;1.3107E-13;1.0039E-09;2.39375E-12;1.81475E-06;0.0000726;9.295E-07;4.90184E-09;8.77974E-09;9.33149E-06;0.0014229;0.0000149;1.73044E-09;9.11698E-11;0.0000184;1.7791E-06;0.0614985;0.0000269;0.0005484;0.0722064;0.0028698;3.09918;0.0000284;0.0134251;0.0003022;7.51141E-07;0.268204;0.000177;0.00243;0.0222786;0.0001425;0.188604;0.0098721;0.0000874;1.99815E-13;0.012356;0.0000833;0.003387;8.88202E-06;0.0000639;0.0308382;0.000554;0.0006745;0.0002591;1.72123E-07;4.09311E-10;1.35985E-11;1.69239E-10;0.000065;2.18736E-13;9.78225E-07;5.5875E-12;1.92986E-08;8.47267E-12;2.93711E-06;1.68699E-12;1.67628E-10;2.52028E-11;6.56232E-06;2.65135E-09;9.31461E-10;6.86936E-08;0.0003445;4.20936E-13;4.28922E-08;2.48406E-13;1.75949E-09;1.4903E-13;2.55976E-13;3.18196E-10;1.75548E-11;5.5635E-12;4.68628E-11;1.7329E-11;2.79699E-08;8.36069E-07;0.0006259;0.0002023;2.85798E-06;0.0772526
9.55;3889.6;0.112514;9.24523;-527.6;-1519.75;36.3256;1.80537;1.18066;4.50071;1.1586;0.0003931;0.0003813;1.09742E-07;20.5844;403.915;1.90135;1.26974;4.01534;1.21256;0.0000953;0.373483;1.30459;0.485221;0.293356;1098.89;0.316067;0.0403591;0.0627381;0.0079278;2.1024;7.40402;0.391304;0.0000885;2.50103;0.0000188;0.131778;0.0000519;0.0001417;3.20975E-09;8.32275E-10;0.716525;0.0000765;0.0019856;8.24996;3.62162E-08;0.0688043;8.33784E-06;0.000023;1.68462E-12;0.0024892;0.0009602;0.0007238;3.59044E-07;1.73058E-10;2.23661E-08;0.0001781;2.43564E-06;5.70849E-11;3.47243E-08;5.94012E-14;2.63425E-06;2.80513E-11;3.0858E-06;1.2043E-09;2.67518E-12;10.4128;0.397176;8.37284E-07;9.5737E-10;2.0723E-06;3.0861E-06;5.76552E-06;1.75018E-06;4.6176E-08;2.35138E-07;1.08139E-09;1.55323E-10;7.33644E-13;1.34147E-10;0.0023576;0.0001471;0.0000958;0.0000264;1.14423E-08;2.51792E-11;8.28968E-13;4.46764E-07;8.05662E-10;1.77845E-13;8.51899E-11;1.28197E-12;0.0000436;6.66895E-09;7.51146E-08;9.36872E-08;8.78829E-09;5.72781E-10;2.87548E-11;1.35888E-13;1.03887E-09;2.51099E-12;1.84707E-06;0.0000735;9.49107E-07;5.0518E-09;9.08124E-09;9.45303E-06;0.0014467;0.0000152;1.79441E-09;9.56572E-11;0.0000188;1.81236E-06;0.06117;0.000027;0.0005461;0.0719469;0.0028586;3.09987;0.0000284;0.0134475;0.0003052;7.64531E-07;0.268009;0.0001775;0.0024292;0.0224072;0.0001442;0.188326;0.009919;0.0000884;2.07086E-13;0.0123382;0.0000838;0.0034118;9.01826E-06;0.0000648;0.0310024;0.0005603;0.0006819;0.0002603;1.74648E-07;4.21202E-10;1.40457E-11;1.69392E-10;0.0000645;2.19954E-13;9.75087E-07;5.60343E-12;1.92619E-08;8.55435E-12;2.9428E-06;1.71631E-12;1.70841E-10;2.54368E-11;6.56857E-06;2.66286E-09;9.43218E-10;6.97078E-08;0.0003437;4.28106E-13;4.30728E-08;2.5043E-13;1.76603E-09;1.49923E-13;2.60797E-13;3.27236E-10;1.78171E-11;5.71749E-12;4.75397E-11;1.75666E-11;2.84219E-08;8.48187E-07;0.0006238;0.0002015;2.84823E-06;0.0768268
9.7;3891.57;0.110806;9.24092;-527.6;-1520.08;36.3192;1.80546;1.18061;4.48842;1.15856;0.0003923;0.0003806;1.0803E-07;20.5868;403.869;1.90151;1.26967;4.00521;1.21265;0.0000953;0.373616;1.30061;0.485257;0.293613;1099.09;0.316136;0.0403435;0.0622359;0.0078621;2.09393;7.40768;0.389985;0.0000885;2.5018;0.0000189;0.131265;0.0000521;0.0001416;3.22023E-09;8.39723E-10;0.717025;0.0000769;0.001985;8.25002;3.67634E-08;0.0686151;8.33977E-06;0.0000231;1.70665E-12;0.0025032;0.0009712;0.0007354;3.66323E-07;1.791E-10;2.28393E-08;0.0001791;2.45192E-06;5.76403E-11;3.5454E-08;6.08758E-14;2.65223E-06;2.83321E-11;3.11512E-06;1.23496E-09;2.78154E-12;10.4129;0.397;8.54751E-07;9.88667E-10;2.10509E-06;3.14974E-06;5.91041E-06;1.80346E-06;4.75273E-08;2.42837E-07;1.12624E-09;1.62585E-10;7.74833E-13;1.40054E-10;0.0023826;0.0001486;0.0000974;0.0000269;1.17505E-08;2.60667E-11;8.67583E-13;4.53448E-07;8.23146E-10;1.83118E-13;8.77636E-11;1.32805E-12;0.0000441;6.79255E-09;7.67127E-08;9.61693E-08;9.06731E-09;5.88639E-10;2.97162E-11;1.40803E-13;1.07448E-09;2.63203E-12;1.87945E-06;0.0000745;9.68803E-07;5.20387E-09;9.38816E-09;9.57413E-06;0.0014706;0.0000155;1.85969E-09;1.00291E-10;0.0000192;1.8457E-06;0.0608471;0.0000271;0.0005438;0.0716907;0.0028477;3.10055;0.0000283;0.0134693;0.0003081;7.77932E-07;0.267814;0.0001779;0.0024284;0.0225343;0.0001459;0.188051;0.0099653;0.0000893;2.14502E-13;0.0123205;0.0000844;0.0034363;9.15431E-06;0.0000656;0.0311646;0.0005665;0.0006892;0.0002614;1.77166E-07;4.33236E-10;1.45E-11;1.69536E-10;0.000064;2.21149E-13;9.71973E-07;5.61892E-12;1.9225E-08;8.63525E-12;2.94833E-06;1.74561E-12;1.74061E-10;2.56684E-11;6.57455E-06;2.67415E-09;9.54913E-10;7.07201E-08;0.0003429;4.35271E-13;4.32502E-08;2.5243E-13;1.77244E-09;1.50801E-13;2.65622E-13;3.36386E-10;1.80786E-11;5.8731E-12;4.82143E-11;1.78032E-11;2.88737E-08;8.60275E-07;0.0006217;0.0002007;2.83856E-06;0.0764082
9.85;3893.5;0.10915;9.23669;-527.6;-1520.4;36.3128;1.80554;1.18055;4.47635;1.15852;0.0003915;0.0003799;1.0637E-07;20.589;403.825;1.90167;1.2696;3.99528;1.21273;0.0000954;0.373747;1.2967;0.485293;0.293869;1099.29;0.316205;0.0403281;0.0617441;0.0077978;2.08561;7.41129;0.388686;0.0000885;2.50254;0.000019;0.130759;0.0000523;0.0001415;3.23049E-09;8.47103E-10;0.717518;0.0000772;0.0019843;8.25008;3.73097E-08;0.0684284;8.34148E-06;0.0000232;1.72856E-12;0.002517;0.0009821;0.0007469;3.73632E-07;1.85254E-10;2.33147E-08;0.0001802;2.46801E-06;5.81908E-11;3.61871E-08;6.2362E-14;2.67002E-06;2.86107E-11;3.14421E-06;1.2659E-09;2.89037E-12;10.413;0.396826;8.723E-07;1.02048E-09;2.13784E-06;3.21366E-06;6.05664E-06;1.85752E-06;4.88961E-08;2.50666E-07;1.17223E-09;1.70069E-10;8.17655E-13;1.46125E-10;0.0024075;0.0001501;0.000099;0.0000273;1.2062E-08;2.6971E-11;9.07368E-13;4.60123E-07;8.40725E-10;1.88462E-13;9.03731E-11;1.37504E-12;0.0000446;6.91644E-09;7.83188E-08;9.86773E-08;9.35073E-09;6.0468E-10;3.06944E-11;1.45815E-13;1.11074E-09;2.75693E-12;1.91187E-06;0.0000754;9.8859E-07;5.35803E-09;9.70053E-09;9.69479E-06;0.0014946;0.0000158;1.92629E-09;1.05074E-10;0.0000195;1.87913E-06;0.0605296;0.0000271;0.0005415;0.0714377;0.0028368;3.10123;0.0000282;0.0134906;0.0003111;7.91345E-07;0.267618;0.0001784;0.0024276;0.0226598;0.0001475;0.187779;0.010011;0.0000902;2.22064E-13;0.012303;0.0000849;0.0034606;9.29018E-06;0.0000664;0.0313248;0.0005728;0.0006965;0.0002626;1.79676E-07;4.45414E-10;1.49612E-11;1.6967E-10;0.0000635;2.22324E-13;9.68884E-07;5.63399E-12;1.9188E-08;8.71539E-12;2.95372E-06;1.7749E-12;1.77287E-10;2.58977E-11;6.58028E-06;2.68521E-09;9.66549E-10;7.17304E-08;0.0003421;4.42429E-13;4.34246E-08;2.54406E-13;1.7787E-09;1.51665E-13;2.70452E-13;3.45645E-10;1.83391E-11;6.03031E-12;4.88867E-11;1.80388E-11;2.93253E-08;8.72332E-07;0.0006196;0.0001999;2.82898E-06;0.0759968
10;3895.41;0.107543;9.23251;-527.6;-1520.72;36.3066;1.80563;1.1805;4.4645;1.15848;0.0003908;0.0003792;1.0476E-07;20.5913;403.781;1.90183;1.26954;3.98553;1.21281;0.0000954;0.373876;1.29286;0.485328;0.294121;1099.48;0.316273;0.0403129;0.0612624;0.0077348;2.07743;7.41484;0.387406;0.0000885;2.50328;0.0000191;0.130263;0.0000525;0.0001414;3.24053E-09;8.54417E-10;0.718002;0.0000776;0.0019837;8.25014;3.78551E-08;0.0682442;8.34298E-06;0.0000233;1.75035E-12;0.0025306;0.000993;0.0007584;3.8097E-07;1.9152E-10;2.37924E-08;0.0001812;2.48392E-06;5.87365E-11;3.69234E-08;6.38599E-14;2.6876E-06;2.88869E-11;3.17307E-06;1.29711E-09;3.0017E-12;10.4131;0.396654;8.89929E-07;1.05282E-09;2.17057E-06;3.27787E-06;6.2042E-06;1.91237E-06;5.02826E-08;2.58624E-07;1.21936E-09;1.77778E-10;8.62149E-13;1.52361E-10;0.0024322;0.0001517;0.0001006;0.0000277;1.23768E-08;2.78921E-11;9.48338E-13;4.66787E-07;8.58397E-10;1.93875E-13;9.30182E-11;1.42294E-12;0.0000451;7.04064E-09;7.99329E-08;1.01211E-07;9.63857E-09;6.20902E-10;3.16892E-11;1.50926E-13;1.14765E-09;2.88575E-12;1.94435E-06;0.0000764;1.00847E-06;5.51428E-09;1.00183E-08;9.81501E-06;0.0015185;0.0000161;1.9942E-09;1.10009E-10;0.0000199;1.91264E-06;0.0602175;0.0000272;0.0005392;0.0711878;0.0028261;3.10189;0.0000282;0.0135114;0.000314;8.04768E-07;0.267421;0.0001788;0.0024267;0.0227838;0.0001492;0.187509;0.0100562;0.0000911;2.29772E-13;0.0122855;0.0000854;0.0034846;9.42585E-06;0.0000672;0.031483;0.0005789;0.0007037;0.0002637;1.82178E-07;4.57735E-10;1.54296E-11;1.69796E-10;0.0000631;2.23477E-13;9.65819E-07;5.64866E-12;1.91509E-08;8.79477E-12;2.95896E-06;1.80418E-12;1.80521E-10;2.61246E-11;6.58576E-06;2.69605E-09;9.78125E-10;7.27388E-08;0.0003413;4.49581E-13;4.35961E-08;2.56358E-13;1.78483E-09;1.52514E-13;2.75285E-13;3.55012E-10;1.85988E-11;6.18913E-12;4.95569E-11;1.82735E-11;2.97766E-08;8.84358E-07;0.0006176;0.0001991;2.81949E-06;0.0755921
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
    Start composition:  (C10.8139H23.3971N16.5765O24.0687Al7.0423Cl1.1064[-527.6] - 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
    1-st parameter:  p =   -527.600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
    2-nd parameter:  I =0.1-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
