   p;   T;   v;   S;   I;   U;   M;  Cp;   k; Cp';  k';  Ap;  Bv;  Gt; MMg;  Rg; Cpg;  kg;Cp'g; k'g;  Mu;  Lt; Lt';  Pr; Pr';   A;   z;  Bm;O;O2;H;H2;OH;HO2;H2O;H2O2;Cl;Cl2;ClO;ClO2;Cl2O;HCl;HOCl;N;N2;N3;NO;NO2;N2O;N2O3;NH;NH2;NH3;N2H2;N2H4;HN3;HNO;HNO2;HNO3;NH3O;N2H2O2;ClNO;ClNO2;C;C2;C3;CO;CO2;C2O;C3O2;CH;CH2;CH3;CH4;C2H;C2H2;C2H3;C2H4;C2H5;C3H;CHO;CHO2;CH2O;CH2O2;CH3O;CH4O;C2H4O2;CCl;CCl2;CCl3;C2Cl;C2Cl2;ClCO;Cl2CO;CHCl;CH2Cl;CH3Cl;CHCl2;CH2Cl2;CHCl3;C2HCl;C2H3Cl;HClCO;CN;CN2;C2N;C2N2;NCO;HCN;HNC;C2HN;C3HN;N2C;ClCN;Al;Al2;AlO2;Al2O;Al2O2;Al2O3(c);Al2O3;AlH;AlH2;AlH3;AlOH;HAlO;HAlO2;AlO2H2;AlO3H3;AlCl;AlCl2;AlCl3;Al2Cl6;AlOCl;AlOCl2;AlHCl;AlH2Cl;AlHCl2;AlOHCl;AlO2H2Cl;AlOHCl2;AlN;AlC;AlC2;Al2C2;O3;e-;O+;O-;O2+;O2-;H+;H-;H2+;H3+;OH+;OH-;HO2-;H2O+;H3O+;Cl-;N2+;NO+;NO2+;NO2-;NO3-;NH+;NH4+;C-;C2-;CO+;CO2+;CHO+;CN-;Al+;AlO-;AlO2-;AlO
2.95;3736.11;0.355751;9.57245;-527.6;-1493.32;36.8412;1.79908;1.18502;5.53819;1.16219;0.0004569;0.0004394;3.59066E-07;20.375;408.066;1.89026;1.27531;4.88814;1.20677;0.0000927;0.363647;1.63356;0.482055;0.2775;1082.99;0.311635;0.0413654;0.108995;0.0139758;2.78934;7.12558;0.487916;0.0000837;2.42441;0.0000115;0.172938;0.0000376;0.0001406;2.31442E-09;4.00521E-10;0.677989;0.0000522;0.0019458;8.24528;1.1218E-08;0.081477;7.68814E-06;0.0000148;5.72118E-13;0.0015824;0.000399;0.0002205;7.73179E-08;1.28677E-11;4.48322E-09;0.0001102;1.39581E-06;2.53862E-11;6.99613E-09;8.76453E-15;1.50527E-06;1.22927E-11;1.44304E-06;1.74148E-10;1.38967E-13;10.4039;0.408664;1.73167E-07;8.51878E-11;6.12021E-07;6.5107E-07;8.91576E-07;1.86821E-07;5.18504E-09;2.10497E-08;5.11649E-11;5.11268E-12;1.22529E-14;5.23434E-12;0.0010484;0.0000653;0.0000277;7.70128E-06;1.52175E-09;1.82337E-12;2.71701E-14;1.41212E-07;1.55928E-10;1.92136E-14;8.86916E-12;8.91494E-14;0.0000181;1.64785E-09;1.50501E-08;1.30004E-08;8.44649E-10;7.23025E-11;2.41883E-12;9.24776E-15;8.2353E-11;7.38374E-14;4.94685E-07;0.000027;1.9792E-07;5.30305E-10;7.47045E-10;3.52071E-06;0.0004233;3.59434E-06;1.20572E-10;2.77803E-12;4.4296E-06;4.56191E-07;0.0865019;0.0000201;0.0006973;0.0885234;0.0035709;3.05641;0.0000305;0.0113716;0.0001407;1.97438E-07;0.272023;0.0001373;0.0023694;0.0140832;0.0000578;0.204455;0.0068626;0.0000408;1.4628E-14;0.0132573;0.0000509;0.0019272;2.83054E-06;0.0000246;0.0203433;0.0002373;0.0003012;0.0001739;5.55783E-08;4.80536E-11;1.20193E-12;1.41228E-10;0.0001068;1.29628E-13;1.12802E-06;4.06513E-12;1.99093E-08;3.85324E-12;2.38202E-06;4.40138E-13;3.98476E-11;1.16896E-11;5.70463E-06;1.75109E-09;3.48837E-10;2.27976E-08;0.0003921;1.1262E-13;2.95772E-08;1.2489E-13;1.2196E-09;8.57391E-14;5.95929E-14;4.06825E-11;5.42717E-12;7.10209E-13;1.53219E-11;5.95196E-12;8.38197E-09;2.79927E-07;0.0007622;0.0002506;3.35283E-06;0.109321
3.1;3742.75;0.338895;9.55852;-527.6;-1494.49;36.8183;1.79932;1.18484;5.49003;1.16203;0.000454;0.0004368;3.4154E-07;20.3852;407.862;1.89068;1.27506;4.84679;1.20698;0.0000928;0.364051;1.61839;0.482205;0.278064;1083.69;0.311786;0.0413305;0.106701;0.0136771;2.75847;7.13735;0.484025;0.0000841;2.42839;0.0000118;0.17111;0.0000382;0.0001409;2.35396E-09;4.14027E-10;0.679637;0.0000531;0.0019507;8.24546;1.18055E-08;0.0810178;7.73357E-06;0.0000151;6.01144E-13;0.0016149;0.0004144;0.0002318;8.25648E-08;1.43663E-11;4.80321E-09;0.0001127;1.43203E-06;2.63519E-11;7.49555E-09;9.52587E-15;1.54402E-06;1.27649E-11;1.49269E-06;1.89223E-10;1.57542E-13;10.4042;0.408259;1.85209E-07;9.43249E-11;6.45224E-07;6.95705E-07;9.64481E-07;2.05135E-07;5.68875E-09;2.3292E-08;5.81658E-11;5.89792E-12;1.45485E-14;6.0008E-12;0.0010855;0.0000676;0.0000292;8.11577E-06;1.65788E-09;2.03814E-12;3.13706E-14;1.48423E-07;1.67266E-10;2.11232E-14;9.76418E-12;9.97758E-14;0.0000188;1.74892E-09;1.61189E-08;1.41322E-08;9.31909E-10;7.89335E-11;2.68478E-12;1.03617E-14;9.16272E-11;8.56118E-14;5.23123E-07;0.0000282;2.11607E-07;5.83614E-10;8.29819E-10;3.6745E-06;0.0004457;3.82098E-06;1.35154E-10;3.22205E-12;4.70998E-06;4.83622E-07;0.0854123;0.0000204;0.0006921;0.087954;0.0035466;3.05788;0.0000305;0.0114716;0.0001456;2.0939E-07;0.272265;0.0001391;0.0023765;0.0143831;0.0000602;0.203956;0.0069745;0.0000421;1.63569E-14;0.0132352;0.0000521;0.0019765;2.97571E-06;0.0000256;0.0207302;0.0002462;0.0003119;0.0001773;5.84726E-08;5.27544E-11;1.33619E-12;1.42961E-10;0.0001048;1.33163E-13;1.12517E-06;4.1385E-12;1.99663E-08;3.99848E-12;2.40968E-06;4.6766E-13;4.24506E-11;1.21232E-11;5.75451E-06;1.78922E-09;3.64715E-10;2.39278E-08;0.0003905;1.19532E-13;3.01266E-08;1.29091E-13;1.24344E-09;8.81866E-14;6.36516E-14;4.44357E-11;5.7258E-12;7.77323E-13;1.61148E-11;6.24783E-12;8.83619E-09;2.9379E-07;0.0007573;0.0002491;3.34163E-06;0.107945
3.25;3749.07;0.323578;9.54526;-527.6;-1495.6;36.7966;1.79956;1.18466;5.44449;1.16187;0.0004512;0.0004342;3.25638E-07;20.3949;407.669;1.89109;1.27482;4.80777;1.20719;0.000093;0.364436;1.60404;0.482347;0.278611;1084.35;0.311932;0.0412966;0.104545;0.0133959;2.72921;7.14857;0.480297;0.0000845;2.43212;0.0000121;0.169376;0.0000387;0.0001412;2.39167E-09;4.27242E-10;0.681206;0.000054;0.0019552;8.24563;1.23923E-08;0.0805732;7.77558E-06;0.0000154;6.29973E-13;0.0016464;0.0004295;0.0002431;8.7889E-08;1.59557E-11;5.12887E-09;0.000115;1.46717E-06;2.72994E-11;8.00367E-09;1.03106E-14;1.58164E-06;1.32285E-11;1.54139E-06;2.04776E-10;1.77538E-13;10.4046;0.407866;1.97449E-07;1.03943E-10;6.78464E-07;7.41041E-07;1.0395E-06;2.24268E-07;6.21395E-09;2.56515E-08;6.57285E-11;6.75869E-12;1.7136E-14;6.83542E-12;0.001122;0.0000699;0.0000307;8.53118E-06;1.79883E-09;2.26617E-12;3.59769E-14;1.55622E-07;1.78823E-10;2.31175E-14;1.07003E-11;1.11076E-13;0.0000194;1.85091E-09;1.72068E-08;1.53021E-08;1.02347E-09;8.58139E-11;2.96538E-12;1.15474E-14;1.01436E-10;9.858E-14;5.51726E-07;0.0000294;2.25516E-07;6.39353E-10;9.17231E-10;3.82695E-06;0.0004682;4.05011E-06;1.50683E-10;3.71131E-12;4.99348E-06;5.11285E-07;0.0843743;0.0000207;0.0006871;0.0873995;0.003523;3.05932;0.0000305;0.0115663;0.0001505;2.21423E-07;0.272462;0.0001408;0.0023829;0.0146731;0.0000625;0.203466;0.0070824;0.0000434;1.81942E-14;0.0132128;0.0000532;0.0020245;3.12069E-06;0.0000266;0.021104;0.0002551;0.0003225;0.0001806;6.13589E-08;5.76531E-11;1.4778E-12;1.44581E-10;0.0001029;1.36571E-13;1.12214E-06;4.20819E-12;2.00141E-08;4.14088E-12;2.43583E-06;4.95358E-13;4.50822E-11;1.25478E-11;5.80118E-06;1.82576E-09;3.8044E-10;2.50543E-08;0.000389;1.2648E-13;3.06534E-08;1.33185E-13;1.26622E-09;9.05509E-14;6.77567E-14;4.83323E-11;6.02404E-12;8.47013E-13;1.6905E-11;6.54194E-12;9.29094E-09;3.07601E-07;0.0007524;0.0002476;3.33007E-06;0.106632
3.4;3755.09;0.309597;9.53261;-527.6;-1496.66;36.7759;1.79979;1.18449;5.40133;1.16172;0.0004486;0.0004318;3.11145E-07;20.404;407.487;1.89148;1.27459;4.77086;1.20739;0.0000931;0.364806;1.59043;0.482481;0.279141;1084.99;0.312075;0.0412635;0.10251;0.0131307;2.70141;7.15928;0.476719;0.0000848;2.43563;0.0000123;0.167726;0.0000392;0.0001415;2.42769E-09;4.40182E-10;0.682703;0.0000548;0.0019592;8.2458;1.29784E-08;0.0801423;7.81451E-06;0.0000157;6.58604E-13;0.0016768;0.0004445;0.0002545;9.32878E-08;1.76366E-11;5.46001E-09;0.0001173;1.5013E-06;2.82296E-11;8.52017E-09;1.11182E-14;1.61822E-06;1.36842E-11;1.58918E-06;2.20799E-10;1.98989E-13;10.4049;0.407485;2.09881E-07;1.14043E-10;7.11735E-07;7.87054E-07;1.11659E-06;2.44219E-07;6.76049E-09;2.81289E-08;7.38692E-11;7.69834E-12;2.00367E-14;7.74072E-12;0.001158;0.0000722;0.0000322;8.94746E-06;1.94452E-09;2.50759E-12;4.10069E-14;1.62808E-07;1.90592E-10;2.5196E-14;1.16774E-11;1.2306E-13;0.0000201;1.95377E-09;1.83132E-08;1.65094E-08;1.11933E-09;9.29407E-11;3.26071E-12;1.28058E-14;1.11784E-10;1.128E-13;5.80485E-07;0.0000306;2.39639E-07;6.97511E-10;1.00931E-09;3.97813E-06;0.0004908;4.28162E-06;1.67172E-10;4.24804E-12;5.27999E-06;5.39171E-07;0.0833834;0.000021;0.0006822;0.0868591;0.0034999;3.06072;0.0000305;0.0116561;0.0001552;2.33531E-07;0.272622;0.0001425;0.0023887;0.0149538;0.0000648;0.202985;0.0071868;0.0000448;2.01413E-14;0.0131902;0.0000543;0.0020713;3.26547E-06;0.0000277;0.0214656;0.0002638;0.0003329;0.0001837;6.4237E-08;6.27474E-11;1.62677E-12;1.46097E-10;0.0001011;1.39861E-13;1.11897E-06;4.27449E-12;2.00537E-08;4.28057E-12;2.46061E-06;5.23216E-13;4.7741E-11;1.29637E-11;5.84495E-06;1.86084E-09;3.96016E-10;2.61772E-08;0.0003876;1.33461E-13;3.11594E-08;1.37179E-13;1.28801E-09;9.2837E-14;7.19051E-14;5.23708E-11;6.3218E-12;9.19241E-13;1.76923E-11;6.83431E-12;9.74615E-09;3.2136E-07;0.0007477;0.0002461;3.31823E-06;0.105377
3.55;3760.84;0.296784;9.52051;-527.6;-1497.66;36.7563;1.80001;1.18432;5.36032;1.16158;0.0004461;0.0004296;2.97882E-07;20.4126;407.315;1.89186;1.27437;4.73586;1.20758;0.0000932;0.36516;1.57748;0.482608;0.279655;1085.59;0.312215;0.0412314;0.100588;0.0128798;2.67493;7.16954;0.473279;0.0000851;2.43894;0.0000125;0.166154;0.0000397;0.0001417;2.46215E-09;4.52861E-10;0.684135;0.0000556;0.0019629;8.24597;1.35637E-08;0.0797243;7.85065E-06;0.0000159;6.87039E-13;0.0017063;0.0004593;0.0002658;9.87583E-08;1.94099E-11;5.79643E-09;0.0001195;1.53448E-06;2.91431E-11;9.04477E-09;1.19482E-14;1.6538E-06;1.41321E-11;1.6361E-06;2.37282E-10;2.21928E-13;10.4052;0.407114;2.225E-07;1.24627E-10;7.45031E-07;8.3372E-07;1.19572E-06;2.64985E-07;7.32821E-09;3.07244E-08;8.26041E-11;8.72023E-12;2.32725E-14;8.71917E-12;0.0011934;0.0000744;0.0000337;9.36455E-06;2.09489E-09;2.76254E-12;4.64786E-14;1.69982E-07;2.02566E-10;2.7358E-14;1.26953E-11;1.35734E-13;0.0000208;2.05747E-09;1.94374E-08;1.77536E-08;1.21949E-09;1.00311E-10;3.57083E-12;1.41379E-14;1.22674E-10;1.28332E-13;6.09395E-07;0.0000317;2.53969E-07;7.58075E-10;1.10609E-09;4.12808E-06;0.0005133;4.51544E-06;1.84635E-10;4.83452E-12;5.56938E-06;5.67271E-07;0.0824358;0.0000213;0.0006773;0.0863322;0.0034773;3.06209;0.0000304;0.0117413;0.0001599;2.4571E-07;0.272748;0.000144;0.002394;0.015226;0.0000671;0.202512;0.0072877;0.0000461;2.21994E-14;0.0131674;0.0000553;0.0021168;3.41004E-06;0.0000287;0.0218159;0.0002724;0.0003431;0.0001868;6.71067E-08;6.80356E-11;1.78312E-12;1.47518E-10;0.0000994;1.43039E-13;1.11568E-06;4.33767E-12;2.0086E-08;4.41767E-12;2.48413E-06;5.51222E-13;5.04257E-11;1.33714E-11;5.88607E-06;1.89455E-09;4.11448E-10;2.72964E-08;0.0003861;1.40472E-13;3.1646E-08;1.41078E-13;1.30889E-09;9.50498E-14;7.60942E-14;5.65496E-11;6.61902E-12;9.93966E-13;1.84766E-11;7.12495E-12;1.02018E-08;3.35067E-07;0.0007432;0.0002446;3.30616E-06;0.104174
3.7;3766.35;0.284999;9.50892;-527.6;-1498.63;36.7375;1.80022;1.18417;5.32129;1.16145;0.0004437;0.0004274;2.85698E-07;20.4208;407.152;1.89222;1.27417;4.70259;1.20777;0.0000932;0.365501;1.56515;0.482729;0.280156;1086.16;0.312351;0.0412001;0.0987658;0.0126419;2.64966;7.17937;0.469967;0.0000854;2.44207;0.0000128;0.164651;0.0000402;0.0001419;2.49516E-09;4.65294E-10;0.685507;0.0000564;0.0019662;8.24613;1.41483E-08;0.0793184;7.88426E-06;0.0000162;7.15278E-13;0.001735;0.0004739;0.0002771;1.04298E-07;2.12765E-11;6.13797E-09;0.0001216;1.56677E-06;3.00407E-11;9.57718E-09;1.27998E-14;1.68847E-06;1.45728E-11;1.68221E-06;2.54216E-10;2.46389E-13;10.4055;0.406753;2.35298E-07;1.35696E-10;7.78348E-07;8.81018E-07;1.27685E-06;2.86564E-07;7.91698E-09;3.34384E-08;9.19489E-11;9.82773E-12;2.68658E-14;9.77326E-12;0.0012284;0.0000766;0.0000352;9.78242E-06;2.24987E-09;3.03114E-12;5.24098E-14;1.77143E-07;2.1474E-10;2.96032E-14;1.37537E-11;1.49107E-13;0.0000215;2.16198E-09;2.05789E-08;1.90341E-08;1.32396E-09;1.07922E-10;3.89582E-12;1.55445E-14;1.34112E-10;1.45233E-13;6.38448E-07;0.0000329;2.68498E-07;8.21035E-10;1.20759E-09;4.27686E-06;0.000536;4.75146E-06;2.03084E-10;5.47299E-12;5.86155E-06;5.95577E-07;0.0815279;0.0000216;0.0006726;0.0858182;0.0034553;3.06343;0.0000304;0.0118224;0.0001644;2.57956E-07;0.272843;0.0001455;0.0023987;0.0154902;0.0000693;0.202048;0.0073856;0.0000473;2.43699E-14;0.0131445;0.0000563;0.0021613;3.5544E-06;0.0000297;0.0221556;0.000281;0.0003532;0.0001897;6.99678E-08;7.35155E-11;1.94685E-12;1.48852E-10;0.0000977;1.46114E-13;1.11229E-06;4.39794E-12;2.01118E-08;4.5523E-12;2.50649E-06;5.79363E-13;5.31351E-11;1.37712E-11;5.92477E-06;1.92699E-09;4.2674E-10;2.84122E-08;0.0003847;1.4751E-13;3.21147E-08;1.44887E-13;1.32892E-09;9.71933E-14;8.03215E-14;6.08674E-11;6.91564E-12;1.07115E-12;1.92581E-11;7.41389E-12;1.06577E-08;3.48723E-07;0.0007388;0.0002432;3.29393E-06;0.10302
3.85;3771.63;0.274122;9.4978;-527.6;-1499.55;36.7195;1.80042;1.18402;5.28405;1.16132;0.0004414;0.0004253;2.74469E-07;20.4285;406.998;1.89258;1.27397;4.6709;1.20795;0.0000933;0.365829;1.55338;0.482844;0.280643;1086.72;0.312484;0.0411695;0.0970362;0.0124161;2.6255;7.18881;0.466774;0.0000857;2.44502;0.000013;0.163214;0.0000406;0.0001421;2.52683E-09;4.77492E-10;0.686823;0.0000572;0.0019691;8.24628;1.4732E-08;0.078924;7.91556E-06;0.0000164;7.43321E-13;0.0017628;0.0004884;0.0002885;1.09905E-07;2.3237E-11;6.48446E-09;0.0001237;1.59822E-06;3.09232E-11;1.01172E-08;1.36728E-14;1.72227E-06;1.50064E-11;1.72754E-06;2.71592E-10;2.72403E-13;10.4058;0.406402;2.4827E-07;1.47252E-10;8.11683E-07;9.2893E-07;1.35996E-06;3.08954E-07;8.52665E-09;3.62715E-08;1.01919E-10;1.10242E-11;3.08392E-14;1.09054E-11;0.0012629;0.0000788;0.0000367;0.0000102;2.4094E-09;3.31353E-12;5.88184E-14;1.84291E-07;2.27107E-10;3.19309E-14;1.48525E-11;1.63187E-13;0.0000221;2.26726E-09;2.17373E-08;2.03504E-08;1.43275E-09;1.15772E-10;4.23576E-12;1.70266E-14;1.461E-10;1.63563E-13;6.67639E-07;0.000034;2.83221E-07;8.8638E-10;1.31384E-09;4.42451E-06;0.0005587;4.98963E-06;2.22531E-10;6.16572E-12;6.15641E-06;6.24083E-07;0.0806567;0.0000218;0.0006681;0.0853165;0.0034338;3.06473;0.0000304;0.0118997;0.0001689;2.70265E-07;0.272912;0.000147;0.0024031;0.0157469;0.0000715;0.201591;0.0074806;0.0000486;2.66539E-14;0.0131215;0.0000573;0.0022048;3.69855E-06;0.0000307;0.0224855;0.0002894;0.0003632;0.0001925;7.28201E-08;7.91854E-11;2.11796E-12;1.50107E-10;0.0000962;1.4909E-13;1.10881E-06;4.45551E-12;2.01318E-08;4.68456E-12;2.52778E-06;6.07627E-13;5.58679E-11;1.41635E-11;5.96125E-06;1.95823E-09;4.41895E-10;2.95245E-08;0.0003833;1.54572E-13;3.25665E-08;1.4861E-13;1.34816E-09;9.92716E-14;8.45846E-14;6.53228E-11;7.21161E-12;1.15077E-12;2.00365E-11;7.70114E-12;1.11139E-08;3.6233E-07;0.0007345;0.0002418;3.28157E-06;0.101911
4;3776.71;0.264052;9.48711;-527.6;-1500.43;36.7022;1.80062;1.18387;5.24848;1.16119;0.0004392;0.0004234;2.64085E-07;20.4359;406.851;1.89292;1.27378;4.64067;1.20813;0.0000934;0.366145;1.54212;0.482954;0.281118;1087.25;0.312614;0.0411397;0.095391;0.0122011;2.60236;7.19789;0.463691;0.0000859;2.44783;0.0000132;0.161836;0.0000411;0.0001422;2.55725E-09;4.89466E-10;0.688088;0.000058;0.0019718;8.24643;1.53149E-08;0.0785403;7.94474E-06;0.0000167;7.71171E-13;0.0017899;0.0005027;0.0002999;1.15577E-07;2.52923E-11;6.83577E-09;0.0001258;1.62889E-06;3.17912E-11;1.06645E-08;1.45666E-14;1.75525E-06;1.54333E-11;1.77213E-06;2.89404E-10;3.00002E-13;10.4061;0.40606;2.61412E-07;1.59296E-10;8.45032E-07;9.77436E-07;0.000001445;3.32154E-07;9.15709E-09;3.92239E-08;1.12531E-10;1.23129E-11;3.52162E-14;1.21181E-11;0.0012969;0.0000809;0.0000383;0.0000106;2.57343E-09;3.60982E-12;6.5722E-14;1.91426E-07;2.39662E-10;3.43408E-14;1.59915E-11;1.77982E-13;0.0000228;2.37329E-09;2.2912E-08;2.17022E-08;1.54584E-09;1.23857E-10;4.59071E-12;1.85849E-14;1.58643E-10;1.8338E-13;6.96964E-07;0.0000352;2.98132E-07;9.54099E-10;1.42488E-09;4.57107E-06;0.0005814;5.22987E-06;2.42987E-10;6.915E-12;6.45388E-06;6.5278E-07;0.0798195;0.0000221;0.0006636;0.0848266;0.0034128;3.066;0.0000304;0.0119735;0.0001734;2.82634E-07;0.272956;0.0001483;0.002407;0.0159965;0.0000737;0.201142;0.0075728;0.0000498;2.90527E-14;0.0130985;0.0000583;0.0022473;3.84249E-06;0.0000317;0.0228061;0.0002977;0.0003731;0.0001953;7.56635E-08;8.50433E-11;2.29645E-12;1.51287E-10;0.0000947;1.51972E-13;1.10527E-06;4.51055E-12;2.01465E-08;4.81455E-12;2.54808E-06;6.36005E-13;5.86232E-11;1.45486E-11;5.99567E-06;1.98836E-09;4.56919E-10;3.06334E-08;0.000382;1.61656E-13;3.30027E-08;1.52251E-13;1.36666E-09;1.01288E-13;8.88816E-14;6.99145E-11;7.5069E-12;1.23277E-12;2.0812E-11;7.98671E-12;1.15704E-08;3.75887E-07;0.0007303;0.0002404;3.26912E-06;0.100844
4.15;3781.58;0.254702;9.47682;-527.6;-1501.28;36.6856;1.80081;1.18374;5.21442;1.16108;0.0004372;0.0004215;2.54455E-07;20.443;406.71;1.89325;1.2736;4.61178;1.2083;0.0000935;0.36645;1.53134;0.483059;0.281581;1087.75;0.312741;0.0411106;0.0938232;0.0119962;2.58017;7.20664;0.460711;0.0000861;2.45049;0.0000134;0.160513;0.0000415;0.0001423;2.58649E-09;5.01228E-10;0.689306;0.0000587;0.0019743;8.24657;1.58969E-08;0.0781669;7.97199E-06;0.0000169;7.9883E-13;0.0018163;0.0005168;0.0003112;1.21312E-07;2.7443E-11;7.19174E-09;0.0001277;1.65881E-06;3.26452E-11;1.12189E-08;1.54808E-14;1.78746E-06;1.58538E-11;1.81602E-06;3.07643E-10;3.29216E-13;10.4063;0.405726;2.74718E-07;1.71829E-10;8.7839E-07;1.02652E-06;1.53195E-06;3.56162E-07;9.80818E-09;4.2296E-08;1.23798E-10;1.36973E-11;4.00205E-14;1.34136E-11;0.0013306;0.000083;0.0000398;0.000011;2.7419E-09;3.92012E-12;7.31386E-14;1.98548E-07;2.52401E-10;3.68323E-14;1.71707E-11;1.93498E-13;0.0000234;2.48005E-09;2.41026E-08;2.3089E-08;1.66325E-09;1.32176E-10;4.96074E-12;2.02202E-14;1.71744E-10;2.04744E-13;7.26416E-07;0.0000363;3.13225E-07;1.02418E-09;1.54072E-09;4.71658E-06;0.0006042;5.47211E-06;2.64464E-10;7.72309E-12;6.75386E-06;6.81664E-07;0.0790139;0.0000223;0.0006592;0.084348;0.0033922;3.06725;0.0000303;0.012044;0.0001778;2.95059E-07;0.272979;0.0001497;0.0024106;0.0162396;0.0000759;0.200701;0.0076625;0.0000511;3.15673E-14;0.0130756;0.0000592;0.0022888;3.98621E-06;0.0000327;0.0231181;0.0003059;0.0003828;0.0001979;7.8498E-08;9.10877E-11;2.48233E-12;1.52399E-10;0.0000933;1.54767E-13;1.10168E-06;4.56325E-12;2.01565E-08;4.94236E-12;2.56746E-06;6.64487E-13;6.14001E-11;1.49268E-11;6.02821E-06;2.01743E-09;4.71814E-10;3.17389E-08;0.0003806;1.68759E-13;3.34242E-08;1.55814E-13;1.38446E-09;1.03246E-13;9.32105E-14;7.46412E-11;7.80147E-12;1.31713E-12;2.15845E-11;8.27064E-12;1.20271E-08;3.89396E-07;0.0007262;0.000239;3.25661E-06;0.0998163
4.3;3786.28;0.245996;9.46689;-527.6;-1502.09;36.6697;1.801;1.1836;5.18178;1.16096;0.0004352;0.0004196;2.45499E-07;20.4497;406.576;1.89358;1.27342;4.58412;1.20847;0.0000936;0.366745;1.52099;0.48316;0.282033;1088.24;0.312865;0.0410822;0.092327;0.0118006;2.55884;7.21507;0.457828;0.0000863;2.45303;0.0000136;0.159241;0.0000419;0.0001425;2.61464E-09;5.12786E-10;0.690479;0.0000594;0.0019765;8.24671;1.6478E-08;0.0778031;7.99746E-06;0.0000172;8.26298E-13;0.001842;0.0005308;0.0003226;1.27107E-07;2.96898E-11;7.55225E-09;0.0001297;1.68802E-06;3.34859E-11;1.17802E-08;1.6415E-14;1.81893E-06;1.6268E-11;1.85922E-06;3.26303E-10;3.60076E-13;10.4066;0.4054;2.88184E-07;1.84853E-10;9.11756E-07;1.07616E-06;1.62078E-06;3.80977E-07;1.04798E-08;4.54881E-08;1.35737E-10;1.51807E-11;4.52763E-14;1.47944E-11;0.0013638;0.0000851;0.0000413;0.0000115;2.91476E-09;4.24455E-12;8.10856E-14;2.05658E-07;2.65318E-10;3.9405E-14;1.83897E-11;2.09743E-13;0.0000241;2.58749E-09;2.53086E-08;2.45103E-08;1.78498E-09;1.40726E-10;5.34591E-12;2.19335E-14;1.85406E-10;2.27715E-13;7.55991E-07;0.0000374;3.28496E-07;1.09662E-09;1.66138E-09;4.86108E-06;0.000627;5.71629E-06;2.86973E-10;8.59229E-12;7.05628E-06;7.10727E-07;0.0782376;0.0000225;0.0006549;0.0838802;0.0033721;3.06847;0.0000303;0.0121115;0.0001821;3.07538E-07;0.272982;0.0001509;0.0024138;0.0164764;0.0000781;0.200267;0.0077498;0.0000523;3.41989E-14;0.0130526;0.0000602;0.0023295;4.12971E-06;0.0000336;0.0234219;0.000314;0.0003924;0.0002005;8.13235E-08;9.73167E-11;2.6756E-12;1.53448E-10;0.000092;1.57478E-13;1.09804E-06;4.61374E-12;2.01622E-08;5.06808E-12;2.58599E-06;6.93064E-13;6.41975E-11;1.52983E-11;0.000006059;2.04552E-09;4.86584E-10;3.28412E-08;0.0003793;1.7588E-13;3.3832E-08;1.59303E-13;1.40162E-09;1.05148E-13;9.75694E-14;7.95018E-11;8.09528E-12;1.40383E-12;2.23541E-11;8.55294E-12;1.24839E-08;4.02857E-07;0.0007223;0.0002377;3.24407E-06;0.0988248
