t, s,liquid,p512,sp33,ntm2
,p512,sp33,ntm2,liquid
417.20,273.04
417.40,273.03
417.60,273.03
417.80,273.02
418.00,273.02
418.20,273.02
418.40,273.01
418.60,273.01
418.80,273.01
419.00,273.01
419.20,273.01
419.40,273.01
419.60,273.00
419.80,273.00
420.00,273.00
420.20,273.00
420.40,273.00
420.60,273.00
420.80,273.00
421.00,273.00
421.20,273.00
421.40,273.00
421.60,273.00
421.80,273.00
422.00,273.00
422.20,273.00
422.40,273.00
422.60,273.00
422.80,273.00
423.00,273.00
423.20,273.00
423.40,273.00
423.60,273.00
423.80,273.00
424.00,273.00
424.20,273.00
424.40,273.00
424.60,273.00
424.80,273.00
425.00,273.00
Time: 9.000 sec
x, mm,T, K
400.00,2209.73
400.20,2180.47
400.40,2150.28
400.60,2119.08
400.80,2086.79
401.00,2053.13
401.20,2017.91
401.40,1980.88
401.60,1941.74
401.80,1900.04
402.00,1855.15
402.20,1806.09
402.40,1751.55
402.60,1689.22
402.80,1612.77
403.00,1488.99
403.20,1305.76
403.40,1056.80
403.60,839.70
403.80,702.71
404.00,620.39
404.20,561.46
404.40,515.29
404.60,478.18
404.80,447.85
405.00,422.74
405.20,401.78
405.40,383.91
405.60,368.49
405.80,355.17
406.00,343.65
406.20,333.69
406.40,325.07
406.60,317.61
406.80,311.16
407.00,305.59
407.20,300.77
407.40,296.60
407.60,293.00
407.80,289.89
408.00,287.20
408.20,284.88
408.40,282.89
408.60,281.16
408.80,279.66
409.00,278.36
409.20,277.21
409.40,276.19
409.60,275.27
409.80,274.42
410.00,273.62
410.10,273.60
410.20,273.59
410.30,273.57
410.40,273.56
410.50,273.55
410.60,273.53
410.70,273.52
410.80,273.51
410.90,273.50
411.00,273.48
411.10,273.47
411.20,273.46
411.30,273.45
411.40,273.44
411.50,273.43
411.60,273.42
411.70,273.41
411.80,273.41
411.90,273.40
412.00,273.39
412.10,273.38
412.20,273.37
412.30,273.37
412.40,273.36
412.50,273.35
412.60,273.35
412.70,273.34
412.80,273.33
412.90,273.33
413.00,273.32
413.10,273.32
413.20,273.31
413.30,273.31
413.40,273.31
413.50,273.30
413.60,273.30
413.70,273.29
413.80,273.29
413.90,273.29
414.00,273.29
414.10,273.28
414.20,273.28
414.30,273.28
414.40,273.28
414.50,273.28
414.60,273.27
414.70,273.27
414.80,273.27
414.90,273.27
415.00,273.27
415.20,273.23
415.40,273.20
415.60,273.17
415.80,273.14
416.00,273.12
416.20,273.10
416.40,273.09
416.60,273.07
416.80,273.06
417.00,273.05
417.20,273.04
417.40,273.04
417.60,273.03
417.80,273.03
418.00,273.02
418.20,273.02
418.40,273.02
418.60,273.01
418.80,273.01
419.00,273.01
419.20,273.01
419.40,273.01
419.60,273.00
419.80,273.00
420.00,273.00
420.20,273.00
420.40,273.00
420.60,273.00
420.80,273.00
421.00,273.00
421.20,273.00
421.40,273.00
421.60,273.00
421.80,273.00
422.00,273.00
422.20,273.00
422.40,273.00
422.60,273.00
422.80,273.00
423.00,273.00
423.20,273.00
423.40,273.00
423.60,273.00
423.80,273.00
424.00,273.00
424.20,273.00
424.40,273.00
424.60,273.00
424.80,273.00
425.00,273.00
Time: 9.100 sec
x, mm,T, K
400.00,2210.21
400.20,2181.13
400.40,2151.12
400.60,2120.13
400.80,2088.04
401.00,2054.63
401.20,2019.67
401.40,1982.95
401.60,1944.15
401.80,1902.86
402.00,1858.46
402.20,1810.01
402.40,1756.25
402.60,1695.07
402.80,1620.81
403.00,1504.42
403.20,1328.51
403.40,1084.78
403.60,861.51
403.80,715.29
404.00,629.08
404.20,568.34
404.40,520.97
404.60,482.97
404.80,451.93
405.00,426.26
405.20,404.82
405.40,386.62
405.60,370.91
405.80,357.32
406.00,345.57
406.20,335.39
406.40,326.58
406.60,318.96
406.80,312.35
407.00,306.64
407.20,301.70
407.40,297.43
407.60,293.72
407.80,290.52
408.00,287.75
408.20,285.36
408.40,283.30
408.60,281.51
408.80,279.96
409.00,278.60
409.20,277.41
409.40,276.34
409.60,275.38
409.80,274.49
410.00,273.65
410.10,273.64
410.20,273.62
410.30,273.61
410.40,273.59
410.50,273.58
410.60,273.56
410.70,273.55
410.80,273.54
410.90,273.53
411.00,273.51
411.10,273.50
411.20,273.49
411.30,273.48
411.40,273.47
411.50,273.46
411.60,273.45
411.70,273.44
411.80,273.43
411.90,273.42
412.00,273.41
412.10,273.41
412.20,273.40
412.30,273.39
412.40,273.38
412.50,273.38
412.60,273.37
412.70,273.36
412.80,273.36
412.90,273.35
413.00,273.35
413.10,273.34
413.20,273.34
413.30,273.33
413.40,273.33
413.50,273.32
413.60,273.32
413.70,273.31
413.80,273.31
413.90,273.31
414.00,273.31
414.10,273.30
414.20,273.30
414.30,273.30
414.40,273.30
414.50,273.29
414.60,273.29
414.70,273.29
414.80,273.29
414.90,273.29
415.00,273.29
415.20,273.25
415.40,273.21
415.60,273.18
415.80,273.15
416.00,273.13
416.20,273.11
416.40,273.09
416.60,273.08
416.80,273.07
417.00,273.06
417.20,273.05
417.40,273.04
417.60,273.03
417.80,273.03
418.00,273.02
418.20,273.02
418.40,273.02
418.60,273.01
418.80,273.01
419.00,273.01
419.20,273.01
419.40,273.01
419.60,273.01
419.80,273.00
420.00,273.00
420.20,273.00
420.40,273.00
420.60,273.00
420.80,273.00
421.00,273.00
421.20,273.00
421.40,273.00
421.60,273.00
421.80,273.00
422.00,273.00
422.20,273.00
422.40,273.00
422.60,273.00
422.80,273.00
423.00,273.00
423.20,273.00
423.40,273.00
423.60,273.00
423.80,273.00
424.00,273.00
424.20,273.00
424.40,273.00
424.60,273.00
424.80,273.00
425.00,273.00
Time: 9.200 sec
x, mm,T, K
400.00,2210.69
400.20,2181.77
400.40,2151.95
400.60,2121.15
400.80,2089.28
401.00,2056.10
401.20,2021.41
401.40,1984.97
401.60,1946.51
401.80,1905.60
402.00,1861.66
402.20,1813.79
402.40,1760.74
402.60,1700.57
402.80,1628.14
403.00,1519.80
403.20,1350.01
403.40,1112.39
403.60,883.93
403.80,728.67
404.00,638.08
404.20,575.34
404.40,526.75
404.60,487.82
404.80,456.07
405.00,429.81
405.20,407.90
405.40,389.36
405.60,373.34
405.80,359.49
406.00,347.50
406.20,337.12
406.40,328.12
406.60,320.32
406.80,313.56
407.00,307.71
407.20,302.65
407.40,298.26
407.60,294.46
407.80,291.17
408.00,288.32
408.20,285.85
408.40,283.72
408.60,281.87
408.80,280.26
409.00,278.85
409.20,277.61
409.40,276.50
409.60,275.50
409.80,274.57
410.00,273.69
410.10,273.67
410.20,273.66
410.30,273.64
410.40,273.63
410.50,273.61
410.60,273.60
410.70,273.58
410.80,273.57
410.90,273.56
411.00,273.55
411.10,273.53
411.20,273.52
411.30,273.51
411.40,273.50
411.50,273.49
411.60,273.48
411.70,273.47
411.80,273.46
411.90,273.45
412.00,273.44
412.10,273.43
412.20,273.42
412.30,273.42
412.40,273.41
412.50,273.40
412.60,273.39
412.70,273.39
412.80,273.38
412.90,273.37
413.00,273.37
413.10,273.36
413.20,273.36
413.30,273.35
413.40,273.35
413.50,273.34
413.60,273.34
413.70,273.34
413.80,273.33
413.90,273.33
414.00,273.33
414.10,273.32
414.20,273.32
414.30,273.32
414.40,273.32
414.50,273.32
414.60,273.31
414.70,273.31
414.80,273.31
414.90,273.31
415.00,273.31
415.20,273.27
415.40,273.23
415.60,273.19
415.80,273.17
416.00,273.14
416.20,273.12
416.40,273.10
416.60,273.09
416.80,273.07
417.00,273.06
417.20,273.05
417.40,273.04
417.60,273.04
417.80,273.03
418.00,273.03
418.20,273.02
418.40,273.02
418.60,273.02
418.80,273.01
419.00,273.01
419.20,273.01
419.40,273.01
419.60,273.01
419.80,273.01
420.00,273.00
420.20,273.00
420.40,273.00
420.60,273.00
420.80,273.00
421.00,273.00
421.20,273.00
421.40,273.00
421.60,273.00
421.80,273.00
422.00,273.00
422.20,273.00
422.40,273.00
422.60,273.00
422.80,273.00
423.00,273.00
423.20,273.00
423.40,273.00
423.60,273.00
423.80,273.00
424.00,273.00
424.20,273.00
424.40,273.00
424.60,273.00
424.80,273.00
425.00,273.00
Time: 9.300 sec
x, mm,T, K
400.00,2211.16
400.20,2182.41
400.40,2152.77
400.60,2122.16
400.80,2090.49
401.00,2057.55
401.20,2023.10
401.40,1986.96
401.60,1948.81
401.80,1908.27
402.00,1864.78
402.20,1817.47
402.40,1765.12
402.60,1705.93
402.80,1635.27
403.00,1534.20
403.20,1370.25
403.40,1139.83
403.60,906.91
403.80,742.77
404.00,647.39
404.20,582.48
404.40,532.60
404.60,492.74
404.80,460.25
405.00,433.41
405.20,411.02
405.40,392.11
405.60,375.80
405.80,361.69
406.00,349.46
406.20,338.86
406.40,329.67
406.60,321.70
406.80,314.79
407.00,308.80
407.20,303.61
407.40,299.11
407.60,295.21
407.80,291.82
408.00,288.89
408.20,286.35
408.40,284.14
408.60,282.23
408.80,280.56
409.00,279.10
409.20,277.81
409.40,276.66
409.60,275.62
409.80,274.65
410.00,273.73
410.10,273.71
410.20,273.70
410.30,273.68
410.40,273.66
410.50,273.65
410.60,273.63
410.70,273.62
410.80,273.60
410.90,273.59
411.00,273.58
411.10,273.56
411.20,273.55
411.30,273.54
411.40,273.53
411.50,273.52
411.60,273.51
411.70,273.50
411.80,273.49
411.90,273.48
412.00,273.47
412.10,273.46
412.20,273.45
412.30,273.44
412.40,273.43
412.50,273.43
412.60,273.42
412.70,273.41
412.80,273.40
412.90,273.40
413.00,273.39
413.10,273.39
413.20,273.38
413.30,273.38
413.40,273.37
413.50,273.37
413.60,273.36
413.70,273.36
413.80,273.35
413.90,273.35
414.00,273.35
414.10,273.35
414.20,273.34
414.30,273.34
414.40,273.34
414.50,273.34
414.60,273.33
414.70,273.33
414.80,273.33
414.90,273.33
415.00,273.33
415.20,273.28
415.40,273.24
415.60,273.21
415.80,273.18
416.00,273.15
416.20,273.13
416.40,273.11
416.60,273.09
416.80,273.08
417.00,273.07
417.20,273.06
417.40,273.05
417.60,273.04
417.80,273.03
418.00,273.03
418.20,273.02
418.40,273.02
418.60,273.02
418.80,273.01
419.00,273.01
419.20,273.01
419.40,273.01
419.60,273.01
419.80,273.01
420.00,273.00
420.20,273.00
420.40,273.00
420.60,273.00
420.80,273.00
421.00,273.00
421.20,273.00
421.40,273.00
421.60,273.00
421.80,273.00
422.00,273.00
422.20,273.00
422.40,273.00
422.60,273.00
422.80,273.00
423.00,273.00
423.20,273.00
423.40,273.00
423.60,273.00
423.80,273.00
424.00,273.00
424.20,273.00
424.40,273.00
424.60,273.00
424.80,273.00
425.00,273.00
Time: 9.400 sec
x, mm,T, K
400.00,2211.62
400.20,2183.03
400.40,2153.57
400.60,2123.14
400.80,2091.69
401.00,2058.96
401.20,2024.77
401.40,1988.90
401.60,1951.06
401.80,1910.89
402.00,1867.83
402.20,1821.06
402.40,1769.40
402.60,1711.19
402.80,1642.21
403.00,1547.17
403.20,1389.71
403.40,1166.83
403.60,930.44
403.80,757.68
404.00,657.03
404.20,589.76
404.40,538.56
404.60,497.72
404.80,464.48
405.00,437.05
405.20,414.17
405.40,394.89
405.60,378.28
405.80,363.90
406.00,351.43
406.20,340.62
406.40,331.24
406.60,323.10
406.80,316.03
407.00,309.90
407.20,304.58
407.40,299.97
407.60,295.97
407.80,292.49
408.00,289.47
408.20,286.85
408.40,284.58
408.60,282.60
408.80,280.88
409.00,279.37
409.20,278.03
409.40,276.83
409.60,275.74
409.80,274.73
410.00,273.77
410.10,273.75
410.20,273.73
410.30,273.72
410.40,273.70
410.50,273.68
410.60,273.67
410.70,273.65
410.80,273.64
410.90,273.62
411.00,273.61
411.10,273.60
411.20,273.58
411.30,273.57
411.40,273.56
411.50,273.55
411.60,273.54
411.70,273.53
411.80,273.52
411.90,273.51
412.00,273.50
412.10,273.49
412.20,273.48
412.30,273.47
412.40,273.46
412.50,273.45
412.60,273.44
412.70,273.44
412.80,273.43
412.90,273.42
413.00,273.42
413.10,273.41
413.20,273.41
413.30,273.40
413.40,273.40
413.50,273.39
413.60,273.39
413.70,273.38
413.80,273.38
413.90,273.37
414.00,273.37
414.10,273.37
414.20,273.37
414.30,273.36
414.40,273.36
414.50,273.36
414.60,273.36
414.70,273.36
414.80,273.35
414.90,273.35
415.00,273.35
415.20,273.30
415.40,273.26
415.60,273.22
415.80,273.19
416.00,273.16
416.20,273.14
416.40,273.12
416.60,273.10
416.80,273.08
417.00,273.07
417.20,273.06
417.40,273.05
417.60,273.04
417.80,273.04
418.00,273.03
418.20,273.03
418.40,273.02
418.60,273.02
418.80,273.02
419.00,273.01
419.20,273.01
419.40,273.01
419.60,273.01
419.80,273.01
420.00,273.01
420.20,273.00
420.40,273.00
420.60,273.00
420.80,273.00
421.00,273.00
421.20,273.00
421.40,273.00
421.60,273.00
421.80,273.00
422.00,273.00
422.20,273.00
422.40,273.00
422.60,273.00
422.80,273.00
423.00,273.00
423.20,273.00
423.40,273.00
423.60,273.00
423.80,273.00
424.00,273.00
424.20,273.00
424.40,273.00
424.60,273.00
424.80,273.00
425.00,273.00
Time: 9.500 sec
x, mm,T, K
400.00,2212.07
400.20,2183.65
400.40,2154.35
400.60,2124.11
400.80,2092.86
401.00,2060.35
401.20,2026.40
401.40,1990.80
401.60,1953.28
401.80,1913.46
402.00,1870.83
402.20,1824.61
402.40,1773.63
402.60,1716.39
402.80,1649.08
403.00,1559.13
403.20,1407.73
403.40,1193.49
403.60,954.32
403.80,773.41
404.00,667.00
404.20,597.18
404.40,544.61
404.60,502.77
404.80,468.77
405.00,440.73
405.20,417.36
405.40,397.69
405.60,380.78
405.80,366.13
406.00,353.43
406.20,342.40
406.40,332.82
406.60,324.51
406.80,317.29
407.00,311.01
407.20,305.57
407.40,300.84
407.60,296.74
407.80,293.17
408.00,290.07
408.20,287.37
408.40,285.03
408.60,282.99
408.80,281.20
409.00,279.63
409.20,278.24
409.40,277.00
409.60,275.86
409.80,274.81
410.00,273.81
410.10,273.79
410.20,273.77
410.30,273.76
410.40,273.74
410.50,273.72
410.60,273.71
410.70,273.69
410.80,273.68
410.90,273.66
411.00,273.65
411.10,273.63
411.20,273.62
411.30,273.61
411.40,273.59
411.50,273.58
411.60,273.57
411.70,273.56
411.80,273.55
411.90,273.54
412.00,273.53
412.10,273.52
412.20,273.51
412.30,273.50
412.40,273.49
412.50,273.48
412.60,273.47
412.70,273.46
412.80,273.46
412.90,273.45
413.00,273.44
413.10,273.44
413.20,273.43
413.30,273.43
413.40,273.42
413.50,273.42
413.60,273.41
413.70,273.41
413.80,273.40
413.90,273.40
414.00,273.39
414.10,273.39
414.20,273.39
414.30,273.39
414.40,273.38
414.50,273.38
414.60,273.38
414.70,273.38
414.80,273.38
414.90,273.38
415.00,273.38
415.20,273.32
415.40,273.28
415.60,273.24
415.80,273.20
416.00,273.17
416.20,273.15
416.40,273.13
416.60,273.11
416.80,273.09
417.00,273.08
417.20,273.07
417.40,273.06
417.60,273.05
417.80,273.04
418.00,273.03
418.20,273.03
418.40,273.02
418.60,273.02
418.80,273.02
419.00,273.01
419.20,273.01
419.40,273.01
419.60,273.01
419.80,273.01
420.00,273.01
420.20,273.00
420.40,273.00
420.60,273.00
420.80,273.00
421.00,273.00
421.20,273.00
421.40,273.00
421.60,273.00
421.80,273.00
422.00,273.00
422.20,273.00
422.40,273.00
422.60,273.00
422.80,273.00
423.00,273.00
423.20,273.00
423.40,273.00
423.60,273.00
423.80,273.00
424.00,273.00
424.20,273.00
424.40,273.00
424.60,273.00
424.80,273.00
425.00,273.00
Time: 9.600 sec
x, mm,T, K
400.00,2212.51
400.20,2184.25
400.40,2155.13
400.60,2125.07
400.80,2094.00
401.00,2061.72
401.20,2028.01
401.40,1992.68
401.60,1955.45
401.80,1915.99
402.00,1873.78
402.20,1828.08
402.40,1777.77
402.60,1721.45
402.80,1655.65
403.00,1569.78
403.20,1424.91
403.40,1219.78
403.60,978.68
403.80,790.01
404.00,677.29
404.20,604.72
404.40,550.75
404.60,507.89
404.80,473.12
405.00,444.46
405.20,420.58
405.40,400.51
405.60,383.30
405.80,368.38
406.00,355.44
406.20,344.19
406.40,334.43
406.60,325.94
406.80,318.56
407.00,312.14
407.20,306.57
407.40,301.73
407.60,297.52
407.80,293.86
408.00,290.67
408.20,287.90
408.40,285.48
408.60,283.37
408.80,281.53
409.00,279.91
409.20,278.46
409.40,277.17
409.60,275.99
409.80,274.89
410.00,273.85
410.10,273.84
410.20,273.82
410.30,273.80
410.40,273.78
410.50,273.76
410.60,273.75
410.70,273.73
410.80,273.71
410.90,273.70
411.00,273.68
411.10,273.67
411.20,273.65
411.30,273.64
411.40,273.63
411.50,273.61
411.60,273.60
411.70,273.59
411.80,273.58
411.90,273.57
412.00,273.56
412.10,273.55
412.20,273.54
412.30,273.53
412.40,273.52
412.50,273.51
412.60,273.50
412.70,273.49
412.80,273.49
412.90,273.48
413.00,273.47
413.10,273.46
413.20,273.46
413.30,273.45
413.40,273.45
413.50,273.44
413.60,273.44
413.70,273.43
413.80,273.43
413.90,273.42
414.00,273.42
414.10,273.42
414.20,273.41
414.30,273.41
414.40,273.41
414.50,273.41
414.60,273.40
414.70,273.40
414.80,273.40
414.90,273.40
415.00,273.40
415.20,273.34
415.40,273.30
415.60,273.25
415.80,273.22
416.00,273.19
416.20,273.16
416.40,273.14
416.60,273.12
416.80,273.10
417.00,273.08
417.20,273.07
417.40,273.06
417.60,273.05
417.80,273.04
418.00,273.04
418.20,273.03
418.40,273.03
418.60,273.02
418.80,273.02
419.00,273.02
419.20,273.01
419.40,273.01
419.60,273.01
419.80,273.01
420.00,273.01
420.20,273.01
420.40,273.00
420.60,273.00
420.80,273.00
421.00,273.00
421.20,273.00
421.40,273.00
421.60,273.00
421.80,273.00
422.00,273.00
422.20,273.00
422.40,273.00
422.60,273.00
422.80,273.00
423.00,273.00
423.20,273.00
423.40,273.00
423.60,273.00
423.80,273.00
424.00,273.00
424.20,273.00
424.40,273.00
424.60,273.00
424.80,273.00
425.00,273.00
Time: 9.700 sec
x, mm,T, K
400.00,2212.95
400.20,2184.85
400.40,2155.89
400.60,2126.01
400.80,2095.14
401.00,2063.06
401.20,2029.59
401.40,1994.52
401.60,1957.60
401.80,1918.48
402.00,1876.68
402.20,1831.50
402.40,1781.85
402.60,1726.41
402.80,1662.05
403.00,1579.69
403.20,1440.84
403.40,1245.51
403.60,1003.28
403.80,807.54
404.00,687.87
404.20,612.39
404.40,556.98
404.60,513.08
404.80,477.51
405.00,448.23
405.20,423.84
405.40,403.36
405.60,385.84
405.80,370.66
406.00,357.47
406.20,346.01
406.40,336.04
406.60,327.38
406.80,319.84
407.00,313.29
407.20,307.59
407.40,302.63
407.60,298.32
407.80,294.56
408.00,291.28
408.20,288.43
408.40,285.94
408.60,283.77
408.80,281.86
409.00,280.18
409.20,278.69
409.40,277.35
409.60,276.12
409.80,274.98
410.00,273.90
410.10,273.88
410.20,273.86
410.30,273.84
410.40,273.82
410.50,273.80
410.60,273.79
410.70,273.77
410.80,273.75
410.90,273.74
411.00,273.72
411.10,273.70
411.20,273.69
411.30,273.68
411.40,273.66
411.50,273.65
411.60,273.64
411.70,273.62
411.80,273.61
411.90,273.60
412.00,273.59
412.10,273.58
412.20,273.57
412.30,273.56
412.40,273.55
412.50,273.54
412.60,273.53
412.70,273.52
412.80,273.51
412.90,273.51
413.00,273.50
413.10,273.49
413.20,273.49
413.30,273.48
413.40,273.47
413.50,273.47
413.60,273.46
413.70,273.46
413.80,273.45
413.90,273.45
414.00,273.45
414.10,273.44
414.20,273.44
414.30,273.44
414.40,273.43
414.50,273.43
414.60,273.43
414.70,273.43
414.80,273.43
414.90,273.43
415.00,273.43
415.20,273.37
415.40,273.32
415.60,273.27
415.80,273.23
416.00,273.20
416.20,273.17
416.40,273.15
416.60,273.12
416.80,273.11
417.00,273.09
417.20,273.08
417.40,273.06
417.60,273.05
417.80,273.05
418.00,273.04
418.20,273.03
418.40,273.03
418.60,273.02
418.80,273.02
419.00,273.02
419.20,273.01
419.40,273.01
419.60,273.01
419.80,273.01
420.00,273.01
420.20,273.01
420.40,273.00
420.60,273.00
420.80,273.00
421.00,273.00
421.20,273.00
421.40,273.00
421.60,273.00
421.80,273.00
422.00,273.00
422.20,273.00
422.40,273.00
422.60,273.00
422.80,273.00
423.00,273.00
423.20,273.00
423.40,273.00
423.60,273.00
423.80,273.00
424.00,273.00
424.20,273.00
424.40,273.00
424.60,273.00
424.80,273.00
425.00,273.00
Time: 9.800 sec
x, mm,T, K
400.00,2213.38
400.20,2185.43
400.40,2156.64
400.60,2126.93
400.80,2096.25
401.00,2064.39
401.20,2031.15
401.40,1996.33
401.60,1959.71
401.80,1920.93
402.00,1879.53
402.20,1834.84
402.40,1785.82
402.60,1731.21
402.80,1668.15
403.00,1588.73
403.20,1456.28
403.40,1269.70
403.60,1028.55
403.80,826.17
404.00,698.75
404.20,620.20
404.40,563.29
404.60,518.34
404.80,481.96
405.00,452.04
405.20,427.14
405.40,406.23
405.60,388.40
405.80,372.95
406.00,359.52
406.20,347.84
406.40,337.68
406.60,328.84
406.80,321.14
407.00,314.44
407.20,308.61
407.40,303.54
407.60,299.12
407.80,295.27
408.00,291.91
408.20,288.98
408.40,286.42
408.60,284.17
408.80,282.21
409.00,280.47
409.20,278.92
409.40,277.53
409.60,276.26
409.80,275.07
410.00,273.95
410.10,273.92
410.20,273.90
410.30,273.88
410.40,273.86
410.50,273.85
410.60,273.83
410.70,273.81
410.80,273.79
410.90,273.78
411.00,273.76
411.10,273.74
411.20,273.73
411.30,273.71
411.40,273.70
411.50,273.69
411.60,273.67
411.70,273.66
411.80,273.65
411.90,273.63
412.00,273.62
412.10,273.61
412.20,273.60
412.30,273.59
412.40,273.58
412.50,273.57
412.60,273.56
412.70,273.55
412.80,273.54
412.90,273.54
413.00,273.53
413.10,273.52
413.20,273.51
413.30,273.51
413.40,273.50
413.50,273.50
413.60,273.49
413.70,273.49
413.80,273.48
413.90,273.48
414.00,273.47
414.10,273.47
414.20,273.47
414.30,273.46
414.40,273.46
414.50,273.46
414.60,273.46
414.70,273.46
414.80,273.45
414.90,273.45
415.00,273.45
415.20,273.39
415.40,273.34
415.60,273.29
415.80,273.25
416.00,273.21
416.20,273.18
416.40,273.16
416.60,273.13
416.80,273.11
417.00,273.10
417.20,273.08
417.40,273.07
417.60,273.06
417.80,273.05
418.00,273.04
418.20,273.04
418.40,273.03
418.60,273.03
418.80,273.02
419.00,273.02
419.20,273.02
419.40,273.01
419.60,273.01
419.80,273.01
420.00,273.01
420.20,273.01
420.40,273.01
420.60,273.00
420.80,273.00
421.00,273.00
421.20,273.00
421.40,273.00
421.60,273.00
421.80,273.00
422.00,273.00
422.20,273.00
422.40,273.00
422.60,273.00
422.80,273.00
423.00,273.00
423.20,273.00
423.40,273.00
423.60,273.00
423.80,273.00
424.00,273.00
424.20,273.00
424.40,273.00
424.60,273.00
424.80,273.00
425.00,273.00
Time: 9.900 sec
x, mm,T, K
400.00,2213.81
400.20,2186.01
400.40,2157.38
400.60,2127.85
400.80,2097.35
401.00,2065.70
401.20,2032.68
401.40,1998.12
401.60,1961.78
401.80,1923.33
402.00,1882.33
402.20,1838.13
402.40,1789.71
402.60,1735.90
402.80,1674.09
403.00,1597.31
403.20,1471.09
403.40,1292.49
403.60,1053.95
403.80,845.57
404.00,710.14
404.20,628.21
404.40,569.68
404.60,523.66
404.80,486.46
405.00,455.90
405.20,430.47
405.40,409.13
405.60,390.98
405.80,375.25
406.00,361.58
406.20,349.69
406.40,339.33
406.60,330.31
406.80,322.46
407.00,315.62
407.20,309.65
407.40,304.46
407.60,299.94
407.80,295.99
408.00,292.54
408.20,289.53
408.40,286.89
408.60,284.59
408.80,282.56
409.00,280.76
409.20,279.16
409.40,277.71
409.60,276.39
409.80,275.16
410.00,273.99
410.10,273.97
410.20,273.95
410.30,273.93
410.40,273.91
