t, s,liquid,p512,sp33,ntm2
,p512,sp33,ntm2,liquid
417.60,290.50
417.80,289.31
418.00,288.19
418.20,287.15
418.40,286.16
418.60,285.24
418.80,284.39
419.00,283.58
419.20,282.83
419.40,282.13
419.60,281.48
419.80,280.87
420.00,280.30
420.20,279.78
420.40,279.29
420.60,278.83
420.80,278.41
421.00,278.02
421.20,277.66
421.40,277.33
421.60,277.03
421.80,276.75
422.00,276.49
422.20,276.25
422.40,276.04
422.60,275.85
422.80,275.67
423.00,275.51
423.20,275.38
423.40,275.25
423.60,275.15
423.80,275.05
424.00,274.98
424.20,274.92
424.40,274.87
424.60,274.83
424.80,274.81
425.00,274.81
Time: 28.600 sec
x, mm,T, K
400.00,2248.83
400.20,2233.02
400.40,2216.95
400.60,2200.60
400.80,2183.98
401.00,2167.05
401.20,2149.82
401.40,2132.28
401.60,2114.39
401.80,2096.16
402.00,2077.52
402.20,2058.42
402.40,2038.84
402.60,2018.74
402.80,1998.06
403.00,1976.77
403.20,1954.80
403.40,1932.07
403.60,1908.51
403.80,1883.99
404.00,1858.38
404.20,1831.50
404.40,1803.12
404.60,1773.02
404.80,1740.91
405.00,1706.27
405.20,1668.24
405.40,1625.30
405.60,1574.27
405.80,1504.36
406.00,1412.74
406.20,1307.44
406.40,1173.94
406.60,1030.31
406.80,897.90
407.00,788.14
407.20,709.60
407.40,652.09
407.60,606.57
407.80,568.42
408.00,535.02
408.20,505.39
408.40,478.79
408.60,454.67
408.80,432.60
409.00,412.24
409.20,393.25
409.40,375.10
409.60,357.56
409.80,340.51
410.00,323.83
410.10,323.50
410.20,323.17
410.30,322.85
410.40,322.54
410.50,322.24
410.60,321.94
410.70,321.65
410.80,321.36
410.90,321.08
411.00,320.81
411.10,320.55
411.20,320.29
411.30,320.04
411.40,319.79
411.50,319.56
411.60,319.32
411.70,319.10
411.80,318.88
411.90,318.67
412.00,318.46
412.10,318.26
412.20,318.07
412.30,317.89
412.40,317.71
412.50,317.53
412.60,317.37
412.70,317.21
412.80,317.05
412.90,316.91
413.00,316.77
413.10,316.63
413.20,316.50
413.30,316.38
413.40,316.27
413.50,316.16
413.60,316.05
413.70,315.96
413.80,315.87
413.90,315.78
414.00,315.70
414.10,315.63
414.20,315.57
414.30,315.51
414.40,315.46
414.50,315.41
414.60,315.37
414.70,315.33
414.80,315.31
414.90,315.28
415.00,315.27
415.20,312.65
415.40,310.17
415.60,307.84
415.80,305.63
416.00,303.55
416.20,301.60
416.40,299.75
416.60,298.01
416.80,296.38
417.00,294.83
417.20,293.38
417.40,292.02
417.60,290.74
417.80,289.53
418.00,288.40
418.20,287.34
418.40,286.35
418.60,285.42
418.80,284.55
419.00,283.74
419.20,282.98
419.40,282.27
419.60,281.61
419.80,280.99
420.00,280.42
420.20,279.89
420.40,279.39
420.60,278.93
420.80,278.50
421.00,278.11
421.20,277.74
421.40,277.41
421.60,277.10
421.80,276.81
422.00,276.55
422.20,276.31
422.40,276.10
422.60,275.90
422.80,275.72
423.00,275.56
423.20,275.42
423.40,275.30
423.60,275.19
423.80,275.10
424.00,275.02
424.20,274.96
424.40,274.91
424.60,274.87
424.80,274.85
425.00,274.85
Time: 28.700 sec
x, mm,T, K
400.00,2248.92
400.20,2233.14
400.40,2217.10
400.60,2200.78
400.80,2184.19
401.00,2167.30
401.20,2150.10
401.40,2132.59
401.60,2114.74
401.80,2096.55
402.00,2077.95
402.20,2058.90
402.40,2039.36
402.60,2019.31
402.80,1998.69
403.00,1977.45
403.20,1955.54
403.40,1932.88
403.60,1909.38
403.80,1884.94
404.00,1859.43
404.20,1832.65
404.40,1804.39
404.60,1774.41
404.80,1742.46
405.00,1708.01
405.20,1670.23
405.40,1627.66
405.60,1577.25
405.80,1509.16
406.00,1418.26
406.20,1314.18
406.40,1182.62
406.60,1039.10
406.80,905.58
407.00,794.26
407.20,713.88
407.40,655.41
407.60,609.27
407.80,570.74
408.00,537.05
408.20,507.16
408.40,480.35
408.60,456.05
408.80,433.81
409.00,413.30
409.20,394.19
409.40,375.93
409.60,358.28
409.80,341.13
410.00,324.35
410.10,324.02
410.20,323.69
410.30,323.37
410.40,323.05
410.50,322.75
410.60,322.45
410.70,322.15
410.80,321.87
410.90,321.59
411.00,321.31
411.10,321.05
411.20,320.79
411.30,320.53
411.40,320.29
411.50,320.05
411.60,319.82
411.70,319.59
411.80,319.37
411.90,319.16
412.00,318.95
412.10,318.75
412.20,318.56
412.30,318.37
412.40,318.19
412.50,318.02
412.60,317.85
412.70,317.69
412.80,317.53
412.90,317.38
413.00,317.24
413.10,317.11
413.20,316.98
413.30,316.85
413.40,316.74
413.50,316.63
413.60,316.52
413.70,316.43
413.80,316.34
413.90,316.25
414.00,316.17
414.10,316.10
414.20,316.04
414.30,315.98
414.40,315.92
414.50,315.88
414.60,315.84
414.70,315.80
414.80,315.77
414.90,315.75
415.00,315.73
415.20,313.09
415.40,310.59
415.60,308.24
415.80,306.01
416.00,303.92
416.20,301.94
416.40,300.08
416.60,298.32
416.80,296.67
417.00,295.11
417.20,293.65
417.40,292.27
417.60,290.97
417.80,289.76
418.00,288.61
418.20,287.54
418.40,286.54
418.60,285.60
418.80,284.72
419.00,283.90
419.20,283.13
419.40,282.41
419.60,281.74
419.80,281.12
420.00,280.54
420.20,280.00
420.40,279.49
420.60,279.03
420.80,278.60
421.00,278.20
421.20,277.83
421.40,277.49
421.60,277.17
421.80,276.88
422.00,276.62
422.20,276.38
422.40,276.16
422.60,275.96
422.80,275.78
423.00,275.62
423.20,275.47
423.40,275.35
423.60,275.24
423.80,275.14
424.00,275.06
424.20,275.00
424.40,274.95
424.60,274.91
424.80,274.89
425.00,274.89
Time: 28.800 sec
x, mm,T, K
400.00,2249.01
400.20,2233.26
400.40,2217.24
400.60,2200.96
400.80,2184.39
401.00,2167.54
401.20,2150.38
401.40,2132.90
401.60,2115.09
401.80,2096.94
402.00,2078.38
402.20,2059.37
402.40,2039.88
402.60,2019.87
402.80,1999.30
403.00,1978.12
403.20,1956.27
403.40,1933.68
403.60,1910.25
403.80,1885.89
404.00,1860.46
404.20,1833.79
404.40,1805.64
404.60,1775.79
404.80,1743.99
405.00,1709.73
405.20,1672.20
405.40,1629.99
405.60,1580.20
405.80,1513.85
406.00,1423.70
406.20,1320.80
406.40,1191.21
406.60,1047.85
406.80,913.26
407.00,800.54
407.20,718.22
407.40,658.75
407.60,611.98
407.80,573.07
408.00,539.08
408.20,508.95
408.40,481.92
408.60,457.43
408.80,435.03
409.00,414.36
409.20,395.12
409.40,376.75
409.60,359.01
409.80,341.75
410.00,324.87
410.10,324.54
410.20,324.21
410.30,323.88
410.40,323.57
410.50,323.26
410.60,322.96
410.70,322.66
410.80,322.37
410.90,322.09
411.00,321.82
411.10,321.55
411.20,321.29
411.30,321.03
411.40,320.79
411.50,320.55
411.60,320.31
411.70,320.08
411.80,319.86
411.90,319.65
412.00,319.44
412.10,319.24
412.20,319.04
412.30,318.86
412.40,318.67
412.50,318.50
412.60,318.33
412.70,318.17
412.80,318.01
412.90,317.86
413.00,317.72
413.10,317.58
413.20,317.45
413.30,317.33
413.40,317.21
413.50,317.10
413.60,317.00
413.70,316.90
413.80,316.81
413.90,316.72
414.00,316.65
414.10,316.57
414.20,316.51
414.30,316.45
414.40,316.39
414.50,316.35
414.60,316.30
414.70,316.27
414.80,316.24
414.90,316.22
415.00,316.20
415.20,313.54
415.40,311.02
415.60,308.64
415.80,306.40
416.00,304.28
416.20,302.28
416.40,300.40
416.60,298.63
416.80,296.96
417.00,295.39
417.20,293.91
417.40,292.52
417.60,291.21
417.80,289.98
418.00,288.83
418.20,287.74
418.40,286.73
418.60,285.78
418.80,284.89
419.00,284.06
419.20,283.28
419.40,282.55
419.60,281.88
419.80,281.24
420.00,280.66
420.20,280.11
420.40,279.60
420.60,279.13
420.80,278.69
421.00,278.28
421.20,277.91
421.40,277.56
421.60,277.25
421.80,276.95
422.00,276.68
422.20,276.44
422.40,276.22
422.60,276.01
422.80,275.83
423.00,275.67
423.20,275.52
423.40,275.39
423.60,275.28
423.80,275.19
424.00,275.11
424.20,275.04
424.40,274.99
424.60,274.95
424.80,274.93
425.00,274.93
Time: 28.900 sec
x, mm,T, K
400.00,2249.10
400.20,2233.37
400.40,2217.39
400.60,2201.13
400.80,2184.60
401.00,2167.78
401.20,2150.65
401.40,2133.21
401.60,2115.44
401.80,2097.32
402.00,2078.80
402.20,2059.84
402.40,2040.39
402.60,2020.44
402.80,1999.92
403.00,1978.79
403.20,1957.00
403.40,1934.47
403.60,1911.12
403.80,1886.84
404.00,1861.49
404.20,1834.92
404.40,1806.88
404.60,1777.16
404.80,1745.51
405.00,1711.43
405.20,1674.14
405.40,1632.29
405.60,1583.09
405.80,1518.31
406.00,1429.16
406.20,1327.30
406.40,1199.77
406.60,1056.55
406.80,920.99
407.00,806.99
407.20,722.62
407.40,662.14
407.60,614.72
407.80,575.42
408.00,541.13
408.20,510.74
408.40,483.50
408.60,458.82
408.80,436.25
409.00,415.43
409.20,396.06
409.40,377.59
409.60,359.73
409.80,342.38
410.00,325.40
410.10,325.06
410.20,324.73
410.30,324.41
410.40,324.09
410.50,323.78
410.60,323.47
410.70,323.18
410.80,322.88
410.90,322.60
411.00,322.33
411.10,322.06
411.20,321.79
411.30,321.54
411.40,321.29
411.50,321.04
411.60,320.81
411.70,320.58
411.80,320.36
411.90,320.14
412.00,319.93
412.10,319.73
412.20,319.53
412.30,319.34
412.40,319.16
412.50,318.99
412.60,318.82
412.70,318.65
412.80,318.50
412.90,318.35
413.00,318.20
413.10,318.06
413.20,317.93
413.30,317.81
413.40,317.69
413.50,317.58
413.60,317.48
413.70,317.38
413.80,317.28
413.90,317.20
414.00,317.12
414.10,317.05
414.20,316.98
414.30,316.92
414.40,316.87
414.50,316.82
414.60,316.78
414.70,316.74
414.80,316.71
414.90,316.69
415.00,316.67
415.20,313.99
415.40,311.45
415.60,309.05
415.80,306.78
416.00,304.65
416.20,302.63
416.40,300.73
416.60,298.95
416.80,297.26
417.00,295.67
417.20,294.18
417.40,292.77
417.60,291.45
417.80,290.21
418.00,289.04
418.20,287.95
418.40,286.92
418.60,285.96
418.80,285.06
419.00,284.22
419.20,283.43
419.40,282.70
419.60,282.01
419.80,281.37
420.00,280.78
420.20,280.22
420.40,279.71
420.60,279.23
420.80,278.78
421.00,278.37
421.20,277.99
421.40,277.64
421.60,277.32
421.80,277.02
422.00,276.75
422.20,276.50
422.40,276.28
422.60,276.07
422.80,275.89
423.00,275.72
423.20,275.57
423.40,275.44
423.60,275.33
423.80,275.23
424.00,275.15
424.20,275.08
424.40,275.03
424.60,275.00
424.80,274.97
425.00,274.97
Time: 29.000 sec
x, mm,T, K
400.00,2249.18
400.20,2233.49
400.40,2217.53
400.60,2201.31
400.80,2184.81
401.00,2168.01
401.20,2150.92
401.40,2133.52
401.60,2115.78
401.80,2097.70
402.00,2079.22
402.20,2060.30
402.40,2040.90
402.60,2020.99
402.80,2000.53
403.00,1979.46
403.20,1957.73
403.40,1935.26
403.60,1911.98
403.80,1887.77
404.00,1862.51
404.20,1836.04
404.40,1808.12
404.60,1778.52
404.80,1747.01
405.00,1713.12
405.20,1676.07
405.40,1634.56
405.60,1585.94
405.80,1522.61
406.00,1434.53
406.20,1333.64
406.40,1208.35
406.60,1065.22
406.80,928.78
407.00,813.56
407.20,727.08
407.40,665.55
407.60,617.48
407.80,577.77
408.00,543.18
408.20,512.54
408.40,485.08
408.60,460.21
408.80,437.47
409.00,416.51
409.20,397.01
409.40,378.42
409.60,360.46
409.80,343.01
410.00,325.93
410.10,325.59
410.20,325.26
410.30,324.93
410.40,324.61
410.50,324.30
410.60,323.99
410.70,323.69
410.80,323.40
410.90,323.11
411.00,322.84
411.10,322.56
411.20,322.30
411.30,322.04
411.40,321.79
411.50,321.55
411.60,321.31
411.70,321.08
411.80,320.86
411.90,320.64
412.00,320.43
412.10,320.22
412.20,320.03
412.30,319.84
412.40,319.65
412.50,319.47
412.60,319.30
412.70,319.14
412.80,318.98
412.90,318.83
413.00,318.69
413.10,318.55
413.20,318.42
413.30,318.29
413.40,318.17
413.50,318.06
413.60,317.96
413.70,317.86
413.80,317.76
413.90,317.68
414.00,317.60
414.10,317.52
414.20,317.46
414.30,317.40
414.40,317.34
414.50,317.29
414.60,317.25
414.70,317.22
414.80,317.19
414.90,317.17
415.00,317.15
415.20,314.44
415.40,311.88
415.60,309.45
415.80,307.17
416.00,305.01
416.20,302.98
416.40,301.07
416.60,299.26
416.80,297.56
417.00,295.96
417.20,294.45
417.40,293.03
417.60,291.69
417.80,290.44
418.00,289.26
418.20,288.15
418.40,287.11
418.60,286.14
418.80,285.23
419.00,284.38
419.20,283.58
419.40,282.84
419.60,282.15
419.80,281.50
420.00,280.90
420.20,280.34
420.40,279.81
420.60,279.33
420.80,278.88
421.00,278.46
421.20,278.08
421.40,277.72
421.60,277.40
421.80,277.10
422.00,276.82
422.20,276.57
422.40,276.34
422.60,276.13
422.80,275.94
423.00,275.77
423.20,275.62
423.40,275.49
423.60,275.37
423.80,275.28
424.00,275.19
424.20,275.13
424.40,275.07
424.60,275.04
424.80,275.02
425.00,275.01
Time: 29.100 sec
x, mm,T, K
400.00,2249.27
400.20,2233.60
400.40,2217.68
400.60,2201.48
400.80,2185.01
401.00,2168.25
401.20,2151.19
401.40,2133.82
401.60,2116.12
401.80,2098.08
402.00,2079.64
402.20,2060.77
402.40,2041.41
402.60,2021.55
402.80,2001.14
403.00,1980.12
403.20,1958.45
403.40,1936.04
403.60,1912.83
403.80,1888.70
404.00,1863.53
404.20,1837.15
404.40,1809.34
404.60,1779.86
404.80,1748.51
405.00,1714.80
405.20,1677.98
405.40,1636.81
405.60,1588.75
405.80,1526.80
406.00,1439.77
406.20,1339.88
406.40,1216.85
406.60,1073.86
406.80,936.61
407.00,820.20
407.20,731.65
407.40,669.02
407.60,620.27
407.80,580.14
408.00,545.25
408.20,514.35
408.40,486.67
408.60,461.61
408.80,438.71
409.00,417.59
409.20,397.95
409.40,379.26
409.60,361.20
409.80,343.64
410.00,326.46
410.10,326.12
410.20,325.78
410.30,325.46
410.40,325.13
410.50,324.82
410.60,324.51
410.70,324.21
410.80,323.92
410.90,323.63
411.00,323.35
411.10,323.08
411.20,322.81
411.30,322.55
411.40,322.30
411.50,322.05
411.60,321.81
411.70,321.58
411.80,321.36
411.90,321.14
412.00,320.93
412.10,320.72
412.20,320.52
412.30,320.33
412.40,320.15
412.50,319.97
412.60,319.80
412.70,319.63
412.80,319.47
412.90,319.32
413.00,319.17
413.10,319.03
413.20,318.90
413.30,318.78
413.40,318.66
413.50,318.54
413.60,318.44
413.70,318.34
413.80,318.24
413.90,318.16
414.00,318.08
414.10,318.00
414.20,317.94
414.30,317.87
414.40,317.82
414.50,317.77
414.60,317.73
414.70,317.69
414.80,317.67
414.90,317.64
415.00,317.63
415.20,314.89
415.40,312.31
415.60,309.87
415.80,307.56
416.00,305.39
416.20,303.33
416.40,301.40
416.60,299.58
416.80,297.86
417.00,296.24
417.20,294.72
417.40,293.29
417.60,291.94
417.80,290.67
418.00,289.48
418.20,288.36
418.40,287.31
418.60,286.33
418.80,285.41
419.00,284.55
419.20,283.74
419.40,282.99
419.60,282.28
419.80,281.63
420.00,281.02
420.20,280.45
420.40,279.92
420.60,279.43
420.80,278.98
421.00,278.55
421.20,278.16
421.40,277.80
421.60,277.47
421.80,277.17
422.00,276.89
422.20,276.63
422.40,276.40
422.60,276.19
422.80,276.00
423.00,275.83
423.20,275.67
423.40,275.54
423.60,275.42
423.80,275.32
424.00,275.24
424.20,275.17
424.40,275.12
424.60,275.08
424.80,275.06
425.00,275.05
Time: 29.200 sec
x, mm,T, K
400.00,2249.36
400.20,2233.72
400.40,2217.82
400.60,2201.66
400.80,2185.22
401.00,2168.49
401.20,2151.46
401.40,2134.12
401.60,2116.46
401.80,2098.46
402.00,2080.06
402.20,2061.23
402.40,2041.92
402.60,2022.10
402.80,2001.74
403.00,1980.78
403.20,1959.16
403.40,1936.82
403.60,1913.68
403.80,1889.62
404.00,1864.54
404.20,1838.25
404.40,1810.55
404.60,1781.20
404.80,1749.99
405.00,1716.46
405.20,1679.88
405.40,1639.04
405.60,1591.54
405.80,1530.87
406.00,1444.92
406.20,1346.02
406.40,1225.21
406.60,1082.48
406.80,944.51
407.00,826.90
407.20,736.31
407.40,672.52
407.60,623.08
407.80,582.53
408.00,547.32
408.20,516.17
408.40,488.27
408.60,463.02
408.80,439.94
409.00,418.67
409.20,398.90
409.40,380.10
409.60,361.94
409.80,344.27
410.00,327.00
410.10,326.65
410.20,326.32
410.30,325.98
410.40,325.66
410.50,325.34
410.60,325.03
410.70,324.73
410.80,324.44
410.90,324.15
411.00,323.87
411.10,323.59
411.20,323.32
411.30,323.06
411.40,322.81
411.50,322.56
411.60,322.32
411.70,322.09
411.80,321.86
411.90,321.64
412.00,321.43
412.10,321.22
412.20,321.02
412.30,320.83
412.40,320.64
412.50,320.46
412.60,320.29
412.70,320.12
412.80,319.96
412.90,319.81
413.00,319.66
413.10,319.52
413.20,319.39
413.30,319.26
413.40,319.14
413.50,319.03
413.60,318.92
413.70,318.82
413.80,318.73
413.90,318.64
414.00,318.56
414.10,318.49
414.20,318.42
414.30,318.36
414.40,318.30
414.50,318.25
414.60,318.21
414.70,318.17
414.80,318.15
414.90,318.12
415.00,318.11
415.20,315.35
415.40,312.74
415.60,310.28
415.80,307.95
416.00,305.76
416.20,303.69
416.40,301.74
416.60,299.90
416.80,298.17
417.00,296.53
417.20,294.99
417.40,293.54
417.60,292.18
417.80,290.90
418.00,289.70
418.20,288.57
418.40,287.51
418.60,286.51
418.80,285.58
419.00,284.71
419.20,283.90
419.40,283.14
419.60,282.42
419.80,281.76
420.00,281.14
420.20,280.57
420.40,280.03
420.60,279.54
420.80,279.07
421.00,278.65
421.20,278.25
421.40,277.89
421.60,277.55
421.80,277.24
422.00,276.96
422.20,276.70
422.40,276.46
422.60,276.25
422.80,276.05
423.00,275.88
423.20,275.73
423.40,275.59
423.60,275.47
423.80,275.37
424.00,275.28
424.20,275.22
424.40,275.16
424.60,275.12
424.80,275.10
425.00,275.09
Time: 29.300 sec
x, mm,T, K
400.00,2249.44
400.20,2233.83
400.40,2217.96
400.60,2201.83
400.80,2185.42
401.00,2168.72
401.20,2151.73
401.40,2134.43
401.60,2116.80
401.80,2098.83
402.00,2080.48
402.20,2061.68
402.40,2042.42
402.60,2022.65
402.80,2002.34
403.00,1981.43
403.20,1959.87
403.40,1937.59
403.60,1914.52
403.80,1890.54
404.00,1865.53
404.20,1839.34
404.40,1811.75
404.60,1782.53
404.80,1751.46
405.00,1718.10
405.20,1681.76
405.40,1641.24
405.60,1594.26
405.80,1534.76
406.00,1450.07
406.20,1352.09
406.40,1233.35
406.60,1091.13
406.80,952.49
407.00,833.70
407.20,741.05
407.40,676.08
407.60,625.93
407.80,584.92
408.00,549.41
408.20,518.00
408.40,489.88
408.60,464.43
408.80,441.19
409.00,419.76
409.20,399.86
409.40,380.95
409.60,362.68
409.80,344.91
410.00,327.54
410.10,327.19
410.20,326.85
410.30,326.52
410.40,326.19
410.50,325.87
410.60,325.56
410.70,325.26
410.80,324.96
410.90,324.67
411.00,324.38
411.10,324.11
411.20,323.84
411.30,323.58
411.40,323.32
411.50,323.07
411.60,322.83
411.70,322.60
411.80,322.37
411.90,322.15
412.00,321.93
412.10,321.72
412.20,321.52
412.30,321.33
412.40,321.14
412.50,320.96
412.60,320.79
412.70,320.62
412.80,320.46
412.90,320.30
413.00,320.16
413.10,320.02
413.20,319.88
413.30,319.75
413.40,319.63
413.50,319.52
413.60,319.41
413.70,319.31
413.80,319.22
413.90,319.13
414.00,319.05
414.10,318.97
414.20,318.90
414.30,318.84
414.40,318.79
414.50,318.74
414.60,318.69
414.70,318.66
414.80,318.63
414.90,318.61
415.00,318.59
415.20,315.81
415.40,313.18
415.60,310.70
415.80,308.35
416.00,306.14
416.20,304.05
416.40,302.08
416.60,300.22
416.80,298.47
417.00,296.82
417.20,295.27
417.40,293.81
417.60,292.43
417.80,291.13
418.00,289.92
418.20,288.78
418.40,287.70
418.60,286.70
418.80,285.76
419.00,284.88
419.20,284.05
419.40,283.28
419.60,282.56
419.80,281.89
420.00,281.27
420.20,280.69
420.40,280.14
420.60,279.64
420.80,279.17
421.00,278.74
421.20,278.34
421.40,277.97
421.60,277.63
421.80,277.32
422.00,277.03
422.20,276.76
422.40,276.53
422.60,276.31
422.80,276.11
423.00,275.94
423.20,275.78
423.40,275.64
423.60,275.52
423.80,275.42
424.00,275.33
424.20,275.26
424.40,275.21
424.60,275.17
424.80,275.14
425.00,275.14
Time: 29.400 sec
x, mm,T, K
400.00,2249.53
400.20,2233.94
400.40,2218.10
400.60,2202.00
400.80,2185.62
401.00,2168.96
401.20,2152.00
401.40,2134.73
401.60,2117.14
401.80,2099.21
402.00,2080.89
402.20,2062.14
402.40,2042.92
402.60,2023.20
402.80,2002.93
403.00,1982.08
403.20,1960.58
403.40,1938.36
403.60,1915.35
403.80,1891.45
404.00,1866.53
404.20,1840.43
404.40,1812.95
404.60,1783.84
404.80,1752.92
405.00,1719.74
405.20,1683.62
405.40,1643.42
405.60,1596.94
405.80,1538.54
406.00,1455.15
406.20,1358.09
406.40,1241.33
406.60,1099.75
406.80,960.53
407.00,840.51
407.20,745.91
407.40,679.69
407.60,628.80
407.80,587.34
408.00,551.51
408.20,519.84
408.40,491.50
408.60,465.86
408.80,442.44
409.00,420.86
409.20,400.81
409.40,381.80
409.60,363.42
409.80,345.55
410.00,328.08
410.10,327.73
410.20,327.39
410.30,327.05
410.40,326.72
410.50,326.40
410.60,326.09
410.70,325.78
410.80,325.48
410.90,325.19
411.00,324.91
411.10,324.63
411.20,324.36
411.30,324.09
411.40,323.84
411.50,323.59
411.60,323.34
411.70,323.11
411.80,322.88
411.90,322.65
412.00,322.44
412.10,322.23
412.20,322.03
412.30,321.83
412.40,321.64
412.50,321.46
412.60,321.29
412.70,321.12
412.80,320.96
412.90,320.80
413.00,320.65
413.10,320.51
413.20,320.38
413.30,320.25
413.40,320.13
413.50,320.01
413.60,319.90
413.70,319.80
413.80,319.71
413.90,319.62
414.00,319.54
414.10,319.46
414.20,319.39
414.30,319.33
414.40,319.27
414.50,319.22
414.60,319.18
414.70,319.14
414.80,319.12
414.90,319.09
415.00,319.08
415.20,316.27
415.40,313.62
415.60,311.12
415.80,308.75
416.00,306.51
416.20,304.41
416.40,302.42
416.60,300.55
416.80,298.78
417.00,297.11
417.20,295.55
417.40,294.07
417.60,292.68
417.80,291.37
418.00,290.14
418.20,288.99
418.40,287.90
418.60,286.89
418.80,285.94
419.00,285.05
419.20,284.21
419.40,283.43
419.60,282.71
419.80,282.03
420.00,281.39
420.20,280.81
420.40,280.26
420.60,279.75
420.80,279.27
421.00,278.83
421.20,278.43
421.40,278.05
421.60,277.71
421.80,277.39
422.00,277.10
422.20,276.83
422.40,276.59
422.60,276.37
422.80,276.17
423.00,275.99
423.20,275.83
423.40,275.69
423.60,275.57
423.80,275.47
424.00,275.38
424.20,275.31
424.40,275.25
424.60,275.21
424.80,275.19
425.00,275.18
Time: 29.500 sec
x, mm,T, K
400.00,2249.61
400.20,2234.05
400.40,2218.24
400.60,2202.17
400.80,2185.82
401.00,2169.19
401.20,2152.26
401.40,2135.03
401.60,2117.47
401.80,2099.58
402.00,2081.30
402.20,2062.59
402.40,2043.41
402.60,2023.74
402.80,2003.52
403.00,1982.72
403.20,1961.28
403.40,1939.12
403.60,1916.18
403.80,1892.35
404.00,1867.51
404.20,1841.51
404.40,1814.14
404.60,1785.15
404.80,1754.37
405.00,1721.36
405.20,1685.46
405.40,1645.57
405.60,1599.59
405.80,1542.26
406.00,1460.13
406.20,1364.01
406.40,1249.17
406.60,1108.31
406.80,968.61
407.00,847.38
407.20,750.88
407.40,683.35
407.60,631.71
407.80,589.77
408.00,553.62
408.20,521.69
408.40,493.12
408.60,467.28
408.80,443.69
409.00,421.96
409.20,401.77
409.40,382.65
409.60,364.17
409.80,346.20
410.00,328.62
410.10,328.27
410.20,327.93
410.30,327.59
410.40,327.26
410.50,326.94
410.60,326.62
410.70,326.31
410.80,326.01
410.90,325.72
411.00,325.43
411.10,325.15
411.20,324.88
411.30,324.61
411.40,324.36
411.50,324.10
411.60,323.86
411.70,323.62
411.80,323.39
411.90,323.17
412.00,322.95
412.10,322.74
412.20,322.54
412.30,322.34
412.40,322.15
412.50,321.97
412.60,321.79
412.70,321.62
412.80,321.46
412.90,321.30
413.00,321.15
413.10,321.01
413.20,320.87
413.30,320.75
413.40,320.62
413.50,320.51
413.60,320.40
413.70,320.30
413.80,320.20
413.90,320.11
414.00,320.03
414.10,319.95
414.20,319.88
414.30,319.82
414.40,319.76
414.50,319.71
414.60,319.67
414.70,319.63
414.80,319.60
414.90,319.58
415.00,319.56
415.20,316.74
415.40,314.06
415.60,311.54
415.80,309.15
416.00,306.90
416.20,304.77
416.40,302.76
416.60,300.87
416.80,299.09
417.00,297.41
417.20,295.83
417.40,294.33
417.60,292.93
417.80,291.61
418.00,290.37
418.20,289.20
418.40,288.11
418.60,287.08
418.80,286.12
419.00,285.22
419.20,284.37
419.40,283.59
419.60,282.85
419.80,282.16
420.00,281.52
420.20,280.93
420.40,280.37
420.60,279.85
420.80,279.37
421.00,278.93
421.20,278.52
421.40,278.14
421.60,277.79
421.80,277.47
422.00,277.17
422.20,276.90
422.40,276.65
422.60,276.43
422.80,276.23
423.00,276.05
423.20,275.89
423.40,275.74
423.60,275.62
423.80,275.51
424.00,275.43
424.20,275.35
424.40,275.30
424.60,275.26
424.80,275.23
425.00,275.23
Time: 29.600 sec
x, mm,T, K
400.00,2249.69
400.20,2234.17
400.40,2218.38
400.60,2202.34
400.80,2186.02
401.00,2169.42
401.20,2152.52
401.40,2135.32
401.60,2117.80
401.80,2099.95
402.00,2081.71
402.20,2063.04
402.40,2043.91
402.60,2024.28
402.80,2004.11
403.00,1983.36
403.20,1961.97
403.40,1939.88
403.60,1917.01
403.80,1893.25
404.00,1868.49
404.20,1842.58
404.40,1815.31
404.60,1786.45
404.80,1755.80
405.00,1722.97
405.20,1687.29
405.40,1647.71
405.60,1602.21
405.80,1545.87
406.00,1465.04
406.20,1369.83
406.40,1256.77
406.60,1116.86
406.80,976.77
407.00,854.33
407.20,755.92
407.40,687.06
407.60,634.65
407.80,592.21
408.00,555.75
408.20,523.54
408.40,494.75
408.60,468.72
408.80,444.95
409.00,423.07
409.20,402.74
409.40,383.50
409.60,364.92
409.80,346.85
410.00,329.17
410.10,328.82
410.20,328.47
410.30,328.13
410.40,327.80
410.50,327.48
410.60,327.16
410.70,326.85
410.80,326.55
410.90,326.25
411.00,325.96
411.10,325.68
411.20,325.41
411.30,325.14
411.40,324.88
411.50,324.62
411.60,324.38
411.70,324.14
411.80,323.91
411.90,323.68
412.00,323.46
412.10,323.25
412.20,323.05
412.30,322.85
412.40,322.66
412.50,322.47
412.60,322.30
412.70,322.13
412.80,321.96
412.90,321.80
413.00,321.65
413.10,321.51
413.20,321.37
413.30,321.24
413.40,321.12
413.50,321.00
413.60,320.90
413.70,320.79
413.80,320.70
413.90,320.61
414.00,320.52
414.10,320.45
414.20,320.38
414.30,320.31
414.40,320.26
414.50,320.21
414.60,320.16
414.70,320.13
414.80,320.10
414.90,320.07
415.00,320.06
415.20,317.21
415.40,314.51
415.60,311.96
415.80,309.55
416.00,307.28
416.20,305.13
416.40,303.11
416.60,301.20
416.80,299.40
417.00,297.71
417.20,296.11
417.40,294.60
417.60,293.18
417.80,291.85
418.00,290.59
418.20,289.42
418.40,288.31
418.60,287.27
418.80,286.30
419.00,285.39
419.20,284.54
419.40,283.74
